dataset,biastype,method,rep,estbias,r,rmsd,resvar,parameter
camelid,bias,FUBAR2,22,0.085433987444125,0.58814536718635,0.297351076418962,0.081906817357263,dN
camelid,bias,FUBAR2,23,0.193469984444125,0.526314928769826,0.535440769863258,0.249248386234982,dN
camelid,bias,FUBAR2,24,0.082606857444125,0.515010217165946,0.395868532210957,0.152940112902002,dN
camelid,bias,FUBAR2,25,0.085420599444125,0.320901715252243,0.402600392327783,0.1462883004529,dN
camelid,bias,FUBAR2,26,0.198617404444125,0.497274064484881,0.530158841219844,0.244452239011017,dN
camelid,bias,FUBAR2,27,0.316235012444125,0.547286301307601,0.660226035030409,0.324539062466137,dN
camelid,bias,FUBAR2,28,0.193272009444125,0.515763011132055,0.493895571438752,0.209359885106179,dN
camelid,bias,FUBAR2,29,0.200286832444125,0.552578149137191,0.425223450568654,0.143389977228252,dN
camelid,bias,FUBAR2,30,0.094660332444125,0.48519901116968,0.437036750437158,0.185753173694492,dN
camelid,bias,FUBAR2,31,0.073136801444125,0.630468298191331,0.295776459198144,0.0838049713975713,dN
camelid,bias,FUBAR2,32,0.205675769444125,0.498358506375302,0.542324582097285,0.254222126356491,dN
camelid,bias,FUBAR2,33,0.157150969444125,0.579273371696833,0.432017476666527,0.162828609665534,dN
camelid,bias,FUBAR2,34,0.118545046444125,0.431541971570128,0.500407861734748,0.241171653409189,dN
camelid,bias,FUBAR2,35,0.144487902444125,0.554734598421831,0.392092299314903,0.135509337318967,dN
camelid,bias,FUBAR2,36,0.143362304444125,0.516442956910565,0.383312943625127,0.128497682055751,dN
camelid,bias,FUBAR2,37,0.094778924444125,0.444894316936251,0.440014018644202,0.187902562018315,dN
camelid,bias,FUBAR2,38,0.111403671444125,0.576557325034782,0.42909578745698,0.172167616715101,dN
camelid,bias,FUBAR2,39,0.094441400444125,0.446588859780491,0.445041892759619,0.19266111541567,dN
camelid,bias,FUBAR2,40,0.156982639444125,0.463872349619288,0.458473288212831,0.189245132071942,dN
camelid,bias,FUBAR2,41,0.171189595444125,0.238741817567855,0.705869518281174,0.473845525790659,dN
camelid,bias,FUBAR2,42,0.209945561444125,0.477337264252143,0.594599937675208,0.31148471100223,dN
camelid,bias,FUBAR2,43,0.200142541444125,0.622255107902283,0.380762247980985,0.106583114207343,dN
camelid,bias,FUBAR2,44,0.069864347444125,0.607182920591344,0.338825036259032,0.111841306957586,dN
camelid,bias,FUBAR2,45,0.215073166444125,0.456991058348452,0.583854283885874,0.298771337208166,dN
camelid,bias,FUBAR2,46,0.085568053444125,0.71947282144019,0.28435783814224,0.0732130323149193,dN
camelid,bias,FUBAR2,47,0.163705771444125,0.386404037761521,0.517809613036771,0.245348431889749,dN
camelid,bias,FUBAR2,48,0.142278372444125,0.518622474966257,0.396380821637047,0.139547292081458,dN
camelid,bias,FUBAR2,49,0.119228716444125,0.516810810479036,0.381412852890944,0.133654138324123,dN
camelid,bias,FUBAR2,50,0.143959014444125,0.47123844069751,0.377096300935608,0.121304935138628,dN
camelid,nobias,FUBAR1,1,0.098785809536337,0.359474533160437,0.485307690895421,0.223061052082231,dN
camelid,nobias,FUBAR1,2,0.067790403536337,0.59262259033588,0.310569341547515,0.0917436091132083,dN
camelid,nobias,FUBAR1,3,0.029402030536337,0.563797881744899,0.360011136414211,0.130954149913607,dN
camelid,nobias,FUBAR1,4,0.098149915536337,0.353427862031103,0.491379783897983,0.229047083934509,dN
camelid,nobias,FUBAR1,5,0.063436432536337,0.618787168960928,0.300017907262187,0.0864574675429382,dN
camelid,nobias,FUBAR1,6,0.070989516536337,0.586193560264644,0.310291535454885,0.0906423069538706,dN
camelid,nobias,FUBAR1,7,0.016406567536337,0.65777891836449,0.27376130328586,0.0754392473918081,dN
camelid,nobias,FUBAR1,8,0.022808037536337,0.598713387320292,0.343940093312106,0.120107743573743,dN
camelid,nobias,FUBAR1,9,-0.001602346463663,0.615997416097788,0.283616360531358,0.0799269263724547,dN
camelid,nobias,FUBAR1,10,0.051107462536337,0.449629916050579,0.487596525833288,0.239491936536127,dN
camelid,nobias,FUBAR1,11,0.067810370536337,0.570931761296221,0.350450943998262,0.119921246842742,dN
camelid,nobias,FUBAR1,12,0.056664570536337,0.549359932116002,0.339271427938497,0.111921949678904,dN
camelid,nobias,FUBAR1,13,0.057896423536337,0.540483926646101,0.36997219460561,0.13528103759373,dN
camelid,nobias,FUBAR1,14,0.077375765536337,0.668837410141675,0.268058727471661,0.0658787817185339,dN
camelid,nobias,FUBAR1,15,-0.00274379346366301,0.668352445120942,0.291453967023164,0.0866626861403402,dN
camelid,nobias,FUBAR1,16,0.045903361536337,0.439850353144415,0.380024445551449,0.137892922434945,dN
camelid,nobias,FUBAR1,17,0.055235147536337,0.363373555467039,0.485512944294983,0.231024276736149,dN
camelid,nobias,FUBAR1,18,0.056547110536337,0.585182174382344,0.300931540178624,0.0860341650602278,dN
camelid,nobias,FUBAR1,19,0.044893900536337,0.297731944906003,0.520981197835674,0.263371027592962,dN
camelid,nobias,FUBAR1,20,0.025782088536337,0.606702961770975,0.300135693219815,0.0897347081772022,dN
camelid,nobias,FUBAR1,21,0.073167567536337,0.492418798012729,0.473833699106465,0.223637622695418,dN
camelid,nobias,FUBAR1,22,0.076862538536337,0.565488490224988,0.421405628176762,0.17480889557593,dN
camelid,nobias,FUBAR1,23,0.033834919536337,0.511581901450029,0.307302666712526,0.0867068114615267,dN
camelid,nobias,FUBAR1,24,0.022760897536337,0.548198345491966,0.352738784751001,0.125171945243647,dN
camelid,nobias,FUBAR1,25,0.071272606536337,0.580150059877083,0.385624152787776,0.146530247233568,dN
camelid,nobias,FUBAR1,26,0.032560521536337,0.549775594456768,0.386070708153538,0.150871404125032,dN
camelid,nobias,FUBAR1,27,0.084787838536337,0.502924662946077,0.458176200859406,0.206866104104581,dN
camelid,nobias,FUBAR1,28,0.016527566536337,0.566307879135602,0.291926984338892,0.0816203041880422,dN
camelid,nobias,FUBAR1,29,0.039547397536337,0.524097788594314,0.371605385105827,0.137790783443893,dN
camelid,nobias,FUBAR1,30,0.014107530536337,0.54737884776243,0.32052614992024,0.101092155118279,dN
camelid,nobias,FUBAR1,31,0.065782796536337,0.420647773977897,0.462438679490763,0.210822197032519,dN
camelid,nobias,FUBAR1,32,0.00347648353633699,0.497859893664402,0.373614277994424,0.139621197233511,dN
camelid,nobias,FUBAR1,33,-0.015579409463663,0.550269210227107,0.285172112054596,0.0752172801151019,dN
camelid,nobias,FUBAR1,34,0.072515090536337,0.396378894637081,0.492512822223607,0.238973980623848,dN
camelid,nobias,FUBAR1,35,0.040155299536337,0.558594603053735,0.345132350575641,0.118643479798084,dN
camelid,nobias,FUBAR1,36,0.050947399536337,0.604091174962753,0.393946458529912,0.154765728025001,dN
camelid,nobias,FUBAR1,37,0.028011335536337,0.687087656919852,0.274599608346685,0.0760999372827653,dN
camelid,nobias,FUBAR1,38,0.094493622536337,0.508543093287365,0.449692223007147,0.19721219496323,dN
camelid,nobias,FUBAR1,39,0.056493096536337,0.550180462010473,0.36936714355341,0.135331467893583,dN
camelid,nobias,FUBAR1,40,0.018376641536337,0.567381447261586,0.30512438697119,0.0911215602268588,dN
camelid,nobias,FUBAR1,41,7.5685536336996e-05,0.584552222807726,0.37084703822319,0.140328235532042,dN
camelid,nobias,FUBAR1,42,-0.007497898463663,0.661176121266643,0.237955805755356,0.0537320941884758,dN
camelid,nobias,FUBAR1,43,0.068311198536337,0.542369085613913,0.354957891042551,0.122048061860983,dN
camelid,nobias,FUBAR1,44,0.00728531453633699,0.717865612167037,0.229313553006891,0.0526528233828068,dN
camelid,nobias,FUBAR1,45,0.039859688536337,0.55571904608403,0.345729749720353,0.118987774097444,dN
camelid,nobias,FUBAR1,46,0.037886426536337,0.487345596990053,0.3828353634773,0.145079036254094,dN
camelid,nobias,FUBAR1,47,0.034616152536337,0.563585460297227,0.346213694250603,0.120127746180492,dN
camelid,nobias,FUBAR1,48,0.059932022536337,0.501473648420583,0.366660956723242,0.130111757067393,dN
camelid,nobias,FUBAR1,49,0.118253800536337,0.400698736509484,0.489489569031334,0.226715156151349,dN
camelid,nobias,FUBAR1,50,0.104258015536337,0.597359638781835,0.383148007256055,0.138609403318311,dN
camelid,nobias,FUBAR2,1,0.101873961536337,0.327575835294486,0.496497308599314,0.230770890296266,dN
camelid,nobias,FUBAR2,2,0.043398993536337,0.615799040023874,0.279796470997627,0.0751294766405835,dN
camelid,nobias,FUBAR2,3,0.029142584536337,0.556501856905441,0.370645977308703,0.139001310208304,dN
camelid,nobias,FUBAR2,4,0.117422886536337,0.340930242678736,0.530338469228866,0.26649231788007,dN
camelid,nobias,FUBAR2,5,0.043981444536337,0.611129939001313,0.29988485213986,0.0883522338952165,dN
camelid,nobias,FUBAR2,6,0.045019770536337,0.612058113327206,0.279431516885586,0.074439841497603,dN
camelid,nobias,FUBAR2,7,0.019751354536337,0.630485025159555,0.303073181601307,0.092936988830182,dN
camelid,nobias,FUBAR2,8,0.030698689536337,0.551805008018597,0.39131880164998,0.155248421445569,dN
camelid,nobias,FUBAR2,9,0.00331558853633701,0.598400193750505,0.295321391351596,0.0867279607900747,dN
camelid,nobias,FUBAR2,10,0.038801003536337,0.485230552096259,0.434979383090889,0.19090839951525,dN
camelid,nobias,FUBAR2,11,0.053008325536337,0.514548865601326,0.379387662705853,0.142319098676667,dN
camelid,nobias,FUBAR2,12,0.042798238536337,0.5330292068554,0.352980341748399,0.12311617864743,dN
camelid,nobias,FUBAR2,13,0.060786135536337,0.52288185016728,0.407754877191412,0.165568396756688,dN
camelid,nobias,FUBAR2,14,0.083926181536337,0.647353432441291,0.287255867433301,0.075892620828439,dN
camelid,nobias,FUBAR2,15,0.00910991853633701,0.625902550304281,0.337873720108331,0.116363812484979,dN
camelid,nobias,FUBAR2,16,0.040429513536337,0.441213275078022,0.389225046105487,0.146653014103837,dN
camelid,nobias,FUBAR2,17,0.051033781536337,0.370403792216294,0.493523265260827,0.24072373221394,dN
camelid,nobias,FUBAR2,18,0.035705199536337,0.601756999721222,0.282351869643288,0.076573032275438,dN
camelid,nobias,FUBAR2,19,0.029019900536337,0.361076572631274,0.451229745360928,0.197836585927732,dN
camelid,nobias,FUBAR2,20,0.032054800536337,0.57348280452881,0.332932460657818,0.110878125012826,dN
camelid,nobias,FUBAR2,21,0.051673889536337,0.525308698307727,0.429206472672846,0.185250057880735,dN
camelid,nobias,FUBAR2,22,0.068431818536337,0.526275841460018,0.453294784399324,0.204732327043883,dN
camelid,nobias,FUBAR2,23,0.030007693536337,0.459736069572413,0.337027156153831,0.105056423703256,dN
camelid,nobias,FUBAR2,24,0.027174246536337,0.523120858488969,0.385027931700573,0.149617040469193,dN
camelid,nobias,FUBAR2,25,0.053081243536337,0.549605653446795,0.394682355703379,0.156020526840688,dN
camelid,nobias,FUBAR2,26,0.041067688536337,0.525833517226731,0.427675253059886,0.184915339156117,dN
camelid,nobias,FUBAR2,27,0.074909178536337,0.485505042445444,0.484057642132016,0.233367077227305,dN
camelid,nobias,FUBAR2,28,0.018301553536337,0.53346368112527,0.308180842098548,0.0905396173196887,dN
camelid,nobias,FUBAR2,29,0.051826943536337,0.492131200933487,0.430750006100778,0.186033956221102,dN
camelid,nobias,FUBAR2,30,0.009998708536337,0.565367663684511,0.306728146831497,0.0924094127239786,dN
camelid,nobias,FUBAR2,31,0.074375844536337,0.380429519722226,0.520151342779261,0.267440935007962,dN
camelid,nobias,FUBAR2,32,-0.029812593463663,0.500239852314752,0.355837825484624,0.124224005977183,dN
camelid,nobias,FUBAR2,33,-0.038752932463663,0.509053823945505,0.308731229932733,0.0870962601690444,dN
camelid,nobias,FUBAR2,34,0.043438858536337,0.462606450069509,0.401417887885134,0.158971170625303,dN
camelid,nobias,FUBAR2,35,0.030356882536337,0.515598311585174,0.357904050695914,0.126956331754773,dN
camelid,nobias,FUBAR2,36,0.051945659536337,0.579120179187089,0.433501303160415,0.187399557465958,dN
camelid,nobias,FUBAR2,37,0.029331513536337,0.690811022704528,0.276735056905782,0.0772638028954119,dN
camelid,nobias,FUBAR2,38,0.124630335536337,0.492605037264162,0.506271180651984,0.245521779815501,dN
camelid,nobias,FUBAR2,39,0.041338331536337,0.533212470829307,0.38303133384649,0.147311468679443,dN
camelid,nobias,FUBAR2,40,0.021268141536337,0.549556415368545,0.326123193819146,0.105131687490509,dN
camelid,nobias,FUBAR2,41,0.018508201536337,0.542973516242691,0.432883954836747,0.190642045206987,dN
camelid,nobias,FUBAR2,42,-0.004155729463663,0.672429670867039,0.234095990860324,0.0523522739062868,dN
camelid,nobias,FUBAR2,43,0.049366347536337,0.533401882688249,0.349731305544308,0.119912720048292,dN
camelid,nobias,FUBAR2,44,0.003254722536337,0.718731546147403,0.225141166722108,0.0504724930434921,dN
camelid,nobias,FUBAR2,45,0.027232989536337,0.543957340210959,0.342981563625999,0.117209094136946,dN
camelid,nobias,FUBAR2,46,0.048100410536337,0.433972452070435,0.439714093162954,0.191738952121396,dN
camelid,nobias,FUBAR2,47,0.037622577536337,0.530153098154669,0.383331467721399,0.147763184671451,dN
camelid,nobias,FUBAR2,48,0.039987990536337,0.455982507676579,0.373634548657136,0.134491597344654,dN
camelid,nobias,FUBAR2,49,0.146852421536337,0.368374483021104,0.56471839606725,0.300900317385467,dN
camelid,nobias,FUBAR2,50,0.131592954536337,0.549378973101759,0.463826063489224,0.201104118404925,dN
h3,bias,FUBAR1,1,0.142103431444125,0.34151256999066,0.565369083173168,0.304177897093162,dN
h3,bias,FUBAR1,2,0.226258291444125,0.440322655699186,0.55514389319704,0.2620550269034,dN
h3,bias,FUBAR1,3,0.200257251444125,0.239889500333477,0.575141992294288,0.285477034052182,dN
h3,bias,FUBAR1,4,0.170415901444125,0.110007399031647,0.65858375703574,0.384403779006612,dN
h3,bias,FUBAR1,5,0.167772081444125,0.353620115305301,0.436942407081308,0.158512992537281,dN
h3,bias,FUBAR1,6,0.147303071444125,0.38077801131055,0.450246706533458,0.180815757161149,dN
h3,bias,FUBAR1,7,0.091945961444125,0.479622828250842,0.317166154443067,0.0883839996051932,dN
h3,bias,FUBAR1,8,0.195905921444125,0.309421910470113,0.643900251792382,0.382588004738515,dN
h3,bias,FUBAR1,9,0.160783941444125,0.207618825252126,0.465872377028077,0.172780558026184,dN
h3,bias,FUBAR1,10,0.157554181444125,0.524531275062983,0.449856122246993,0.180583557991299,dN
h3,bias,FUBAR1,11,0.117903421444125,0.662109637232331,0.323528405226194,0.0917218908332953,dN
h3,bias,FUBAR1,12,0.153322211444125,0.301055582549835,0.728113802356699,0.516869111644994,dN
h3,bias,FUBAR1,13,0.082241521444125,0.374487697778663,0.374447442837095,0.127448199371612,dN
h3,bias,FUBAR1,14,0.155746071444125,0.212656579147976,0.665439358141132,0.417700932922536,dN
h3,bias,FUBAR1,15,0.110576701444125,0.322121937864011,0.415751388601148,0.152981218340223,dN
h3,bias,FUBAR1,16,0.084708411444125,0.431810683005824,0.335375350585058,0.100025551573786,dN
h3,bias,FUBAR1,17,0.162291461444125,0.296740241088122,0.561774993467204,0.290231313409338,dN
h3,bias,FUBAR1,18,0.124931191444125,0.366554167710513,0.479057181725036,0.215250898473383,dN
h3,bias,FUBAR1,19,0.080274141444125,0.483162136719898,0.299626551198695,0.0780816407551487,dN
h3,bias,FUBAR1,20,0.126978031444125,0.528395272671702,0.411748813120742,0.156470405241192,dN
h3,bias,FUBAR1,21,0.083081391444125,0.327341516916432,0.47855949321327,0.221070492768548,dN
h3,bias,FUBAR1,22,0.187628321444125,0.490824510667277,0.404261783429498,0.129632748034067,dN
h3,bias,FUBAR1,23,0.158801281444125,0.510381243782551,0.313958921685104,0.0679897163666678,dN
h3,bias,FUBAR1,24,0.114047251444125,0.449603113840325,0.398179169631656,0.146491758881359,dN
h3,bias,FUBAR1,25,0.137535091444125,0.463280478921655,0.385009263232025,0.129510296354637,dN
h3,bias,FUBAR1,26,0.140047811444125,0.437774450062348,0.35631780023192,0.102918347282558,dN
h3,bias,FUBAR1,27,0.108529371444125,0.386083505045249,0.529962199254739,0.274234137216571,dN
h3,bias,FUBAR1,28,0.170212271444125,0.389989904112988,0.397998644172533,0.124280460022966,dN
h3,bias,FUBAR1,29,0.207879631444125,0.360425711406575,0.567985919842363,0.284095780163033,dN
h3,bias,FUBAR1,30,0.129601331444125,0.283516912557005,0.625447163022171,0.378938797463078,dN
h3,bias,FUBAR1,31,0.105892741444125,0.395652222439511,0.34680153468583,0.101173886695846,dN
h3,bias,FUBAR1,32,0.116483261444125,0.471732488283163,0.377988862554847,0.129946253149578,dN
h3,bias,FUBAR1,33,0.120966271444125,0.362615632870212,0.484396915224929,0.221533841750372,dN
h3,bias,FUBAR1,34,0.089397431444125,0.492420763633604,0.308915955312214,0.0837713754828948,dN
h3,bias,FUBAR1,35,0.145916411444125,0.414537882274301,0.448079279799048,0.181240888461979,dN
h3,bias,FUBAR1,36,0.113107781444125,0.561202519715962,0.289919851088297,0.0692098753199894,dN
h3,bias,FUBAR1,37,0.086985801444125,0.570542309324255,0.242790376794518,0.0439885239091108,dN
h3,bias,FUBAR1,38,0.104931011444125,0.452758350354747,0.360799876542983,0.117570105518786,dN
h3,bias,FUBAR1,39,0.228795001444125,0.18366773629246,0.80622227099479,0.601251484459997,dN
h3,bias,FUBAR1,40,0.068599521444125,0.573874893104858,0.264528083884699,0.0627527660178263,dN
h3,bias,FUBAR1,41,0.174020031444125,0.347715851156697,0.506968792553327,0.2276871743182,dN
h3,bias,FUBAR1,42,0.173042161444125,0.449814973426782,0.595962251306012,0.329222492203527,dN
h3,bias,FUBAR1,43,0.180407361444125,0.337956497128736,0.667927025749603,0.422001517224439,dN
h3,bias,FUBAR1,44,0.194884001444125,0.470773821232575,0.492374217429508,0.208587563786579,dN
h3,bias,FUBAR1,45,0.177416741444125,0.30314603857655,0.489596903389104,0.20363741799856,dN
h3,bias,FUBAR1,46,0.164207381444125,0.334653060181833,0.510455802554032,0.234042282450509,dN
h3,bias,FUBAR1,47,0.147364881444125,0.437160650099174,0.513607624664979,0.247000768803118,dN
h3,bias,FUBAR1,48,0.159174681444125,0.209219010631147,0.771736884468183,0.576228942700995,dN
h3,bias,FUBAR1,49,0.227170081444125,0.467787192262629,0.560651497857955,0.266803611937502,dN
h3,bias,FUBAR1,50,0.150549331444125,0.403675249179404,0.449264711576258,0.180307953193262,dN
h3,bias,FUBAR2,1,0.138501941444125,0.334221137740307,0.563688551348953,0.302855143125794,dN
h3,bias,FUBAR2,2,0.266912931444125,0.431091570925602,0.620800023650513,0.319506512670457,dN
h3,bias,FUBAR2,3,0.274031051444125,0.239154564721081,0.693970124115778,0.408368376241624,dN
h3,bias,FUBAR2,4,0.200904561444125,0.0932983649104107,0.789317223385748,0.566648129299228,dN
h3,bias,FUBAR2,5,0.233474211444125,0.350492391887549,0.5399395847452,0.238872594582261,dN
h3,bias,FUBAR2,6,0.160919691444125,0.40610384542949,0.452062443911034,0.179686902034194,dN
h3,bias,FUBAR2,7,0.095924231444125,0.463985403440468,0.341102849563425,0.104699181181197,dN
h3,bias,FUBAR2,8,0.271148091444125,0.289698499467005,0.810106013402142,0.594625887773186,dN
h3,bias,FUBAR2,9,0.169691831444125,0.23980227780394,0.474374917111522,0.182827506348849,dN
h3,bias,FUBAR2,10,0.181925801444125,0.516498828475117,0.484111784370935,0.204152497161315,dN
h3,bias,FUBAR2,11,0.116219081444125,0.636398409875918,0.352431184274163,0.111520627912705,dN
h3,bias,FUBAR2,12,0.134138031444125,0.321250933457202,0.652122216694065,0.415221614427581,dN
h3,bias,FUBAR2,13,0.056403761444125,0.37930428394815,0.366596992637658,0.12534399986117,dN
h3,bias,FUBAR2,14,0.149109341444125,0.218994136309703,0.696995021216388,0.465909248287294,dN
h3,bias,FUBAR2,15,0.112148901444125,0.321001091560428,0.422404396211509,0.158716840234239,dN
h3,bias,FUBAR2,16,0.0992523614441251,0.421789007951859,0.371592026518808,0.125555175507171,dN
h3,bias,FUBAR2,17,0.188524541444125,0.287096179612904,0.662999834841488,0.410191318654185,dN
h3,bias,FUBAR2,18,0.117892911444125,0.36354705546181,0.494518534105042,0.232933305769606,dN
h3,bias,FUBAR2,19,0.085996101444125,0.473614939203116,0.319080231253729,0.0906126377054384,dN
h3,bias,FUBAR2,20,0.119859331444125,0.511121561729471,0.421322528756577,0.166450562809975,dN
h3,bias,FUBAR2,21,0.093188661444125,0.352149102621989,0.447901540046597,0.190464979513467,dN
h3,bias,FUBAR2,22,0.276873411444125,0.458233796954533,0.55693817714474,0.238091513328665,dN
h3,bias,FUBAR2,23,0.164988881444125,0.473142323919891,0.357581274009268,0.0978563626494554,dN
h3,bias,FUBAR2,24,0.133938831444125,0.429906363239707,0.45282384734432,0.190027672885613,dN
h3,bias,FUBAR2,25,0.152881261444125,0.422988480679692,0.437358011296051,0.169263421339423,dN
h3,bias,FUBAR2,26,0.201489521444125,0.404204942238232,0.457938416169836,0.16946275857559,dN
h3,bias,FUBAR2,27,0.108276161444125,0.426122589754693,0.478224765487865,0.221144960576768,dN
h3,bias,FUBAR2,28,0.215883921444125,0.410479215052894,0.458402969180423,0.163796255564037,dN
h3,bias,FUBAR2,29,0.275659391444125,0.335265764595941,0.70248927680849,0.425995330892505,dN
h3,bias,FUBAR2,30,0.135730701444125,0.252814034792787,0.715856274154393,0.501347003022455,dN
h3,bias,FUBAR2,31,0.095469251444125,0.384898092931697,0.355002452763344,0.109365137638974,dN
h3,bias,FUBAR2,32,0.116391081444125,0.478264793999534,0.381546857395995,0.133219618253182,dN
h3,bias,FUBAR2,33,0.109556571444125,0.393088808122063,0.422381118544616,0.165763880784676,dN
h3,bias,FUBAR2,34,0.090635211444125,0.503530850324976,0.312379049888834,0.0868581268331477,dN
h3,bias,FUBAR2,35,0.166826741444125,0.390290646144211,0.492455110619252,0.217470716292145,dN
h3,bias,FUBAR2,36,0.104965651444125,0.523096302188432,0.318520697366603,0.0893556075173212,dN
h3,bias,FUBAR2,37,0.086710581444125,0.549862293555675,0.266339031104657,0.0585926794084403,dN
h3,bias,FUBAR2,38,0.107720401444125,0.422745145706489,0.393838225275885,0.142665571320756,dN
h3,bias,FUBAR2,39,0.292553001444125,0.178628052543947,0.891157078232591,0.715985222903564,dN
h3,bias,FUBAR2,40,0.042093511444125,0.564183917132395,0.258836474410084,0.0620104359868085,dN
h3,bias,FUBAR2,41,0.250627221444125,0.320526042923208,0.636281125913981,0.347569510732721,dN
h3,bias,FUBAR2,42,0.242274261444125,0.452071377135241,0.691464341116801,0.419745261276988,dN
h3,bias,FUBAR2,43,0.257374041444125,0.314155213584994,0.867609647912635,0.698988151941797,dN
h3,bias,FUBAR2,44,0.212362971444125,0.462630343481518,0.543363614040928,0.254589379531589,dN
h3,bias,FUBAR2,45,0.227841871444125,0.293604077679977,0.614674538075126,0.328786391794688,dN
h3,bias,FUBAR2,46,0.225154271444125,0.332472395684758,0.592414347408953,0.304535922771723,dN
h3,bias,FUBAR2,47,0.137628971444125,0.467391990053049,0.470800938089164,0.206840522635064,dN
h3,bias,FUBAR2,48,0.181546051444125,0.243522629674057,0.768002352738962,0.565861152227669,dN
h3,bias,FUBAR2,49,0.292507001444125,0.476676459842279,0.627679195249878,0.31054249846968,dN
h3,bias,FUBAR2,50,0.182240431444125,0.393481336204353,0.517006746148261,0.238034616827459,dN
h3,nobias,FUBAR1,1,0.035075676536337,0.441030012667447,0.340343960809503,0.105278116275014,dN
h3,nobias,FUBAR1,2,0.034784206536337,0.510278374388874,0.372705205199018,0.138321762304049,dN
h3,nobias,FUBAR1,3,0.040891676536337,0.331925729719505,0.433495112156674,0.17565383396924,dN
h3,nobias,FUBAR1,4,0.039770046536337,0.593167730501506,0.296984844707841,0.0857085225040409,dN
h3,nobias,FUBAR1,5,0.058347236536337,0.40477663604288,0.489921237824513,0.238834776923015,dN
h3,nobias,FUBAR1,6,0.048288936536337,0.412780933852389,0.381518160794768,0.136095611823404,dN
h3,nobias,FUBAR1,7,0.082313046536337,0.517829385286737,0.37992060767936,0.138599561715615,dN
h3,nobias,FUBAR1,8,0.049006316536337,0.377253658337426,0.438812759379191,0.185578635865342,dN
h3,nobias,FUBAR1,9,0.065513366536337,0.4295482078816,0.400939180959664,0.153032638023588,dN
h3,nobias,FUBAR1,10,0.088332106536337,0.257158886600567,0.515696781722345,0.244985500003447,dN
h3,nobias,FUBAR1,11,0.046985716536337,0.393700982093847,0.462500698036273,0.211020909512693,dN
h3,nobias,FUBAR1,12,0.057667536536337,0.492644148128578,0.307808454198344,0.0822403075775894,dN
h3,nobias,FUBAR1,13,0.052445626536337,0.557950525226619,0.281089880740254,0.0697353463400192,dN
h3,nobias,FUBAR1,14,0.011168366536337,0.40123939345168,0.35768231058968,0.116514898845345,dN
h3,nobias,FUBAR1,15,0.103404896536337,0.498712065399541,0.426060674181212,0.173551545094534,dN
h3,nobias,FUBAR1,16,0.043495236536337,0.422040894415473,0.3820178279265,0.13806099371311,dN
h3,nobias,FUBAR1,17,0.037138936536337,0.530645008942524,0.352310565200392,0.122952035705035,dN
h3,nobias,FUBAR1,18,0.054243346536337,0.283679689111912,0.440709479394928,0.174487337831897,dN
h3,nobias,FUBAR1,19,0.120452606536337,0.33051593426892,0.510298995454615,0.241846539128395,dN
h3,nobias,FUBAR1,20,0.036038886536337,0.342568511455088,0.416217158545962,0.160744319201339,dN
h3,nobias,FUBAR1,21,0.00277115653633701,0.507368512992759,0.311111880339798,0.090621564390265,dN
h3,nobias,FUBAR1,22,0.116128076536337,0.44229852494535,0.495636434570913,0.236135004209388,dN
h3,nobias,FUBAR1,23,0.033564596536337,0.42578962001492,0.437300258558101,0.190107429770578,dN
h3,nobias,FUBAR1,24,0.098603976536337,0.405509330176361,0.498585281023392,0.241285566245129,dN
h3,nobias,FUBAR1,25,0.059605126536337,0.339416989044631,0.385447200093459,0.128971086703514,dN
h3,nobias,FUBAR1,26,0.062832986536337,0.507723672455248,0.274904749435835,0.0570326047696908,dN
h3,nobias,FUBAR1,27,0.051061826536337,0.411147877051741,0.448655728368126,0.198304697327706,dN
h3,nobias,FUBAR1,28,0.016609556536337,0.541341216601304,0.259034003662028,0.0544478775641636,dN
h3,nobias,FUBAR1,29,0.051735656536337,0.468160694266431,0.280252522872527,0.0577902335541953,dN
h3,nobias,FUBAR1,30,0.143025786536337,0.267375325239823,0.515190597655103,0.232068577509668,dN
h3,nobias,FUBAR1,31,0.065083096536337,0.544698885719477,0.278358119157201,0.0641444242268478,dN
h3,nobias,FUBAR1,32,0.068924136536337,0.547665750540754,0.341894828917285,0.112097915153398,dN
h3,nobias,FUBAR1,33,0.091537276536337,0.308400770106936,0.524624114994252,0.261995013301576,dN
h3,nobias,FUBAR1,34,0.065796546536337,0.50512303319587,0.361508306970866,0.125305938482739,dN
h3,nobias,FUBAR1,35,0.071823856536337,0.34444908863312,0.446461042083684,0.18622575218531,dN
h3,nobias,FUBAR1,36,0.031843176536337,0.392304454821925,0.475171143106198,0.225124735837978,dN
h3,nobias,FUBAR1,37,0.020952446536337,0.464763010568115,0.279275070099863,0.0597903344291506,dN
h3,nobias,FUBAR1,38,0.035024216536337,0.469300853223182,0.315568706967662,0.0883865109495195,dN
h3,nobias,FUBAR1,39,0.089105336536337,0.36466809024925,0.547281762563501,0.29451329283584,dN
h3,nobias,FUBAR1,40,0.017597876536337,0.571813183623628,0.22659381981979,0.0313057444550901,dN
h3,nobias,FUBAR1,41,0.101352406536337,0.249081210877867,0.636352291067094,0.391373655261425,dN
h3,nobias,FUBAR1,42,0.114718826536337,0.305386996200343,0.604967661589208,0.354160283042577,dN
h3,nobias,FUBAR1,43,0.049853476536337,0.410967756911534,0.34550025449144,0.104445692753497,dN
