method,ntaxa,bl,biastype,pitype,parameter,r,estbias,rmsd,resvar
FEL2,1024,0.16,bias,equalpi,dS,0.351724129005587,0.247508251056762,0.425960401580742,0.120469857964051
FEL2,1024,0.16,bias,unequalpi,dN,0.8080869513763,0.0689189761277133,0.215276936594734,0.0405445419890015
FEL2,1024,0.16,bias,unequalpi,dS,0.344795639151964,0.225603697965865,0.400113491491701,0.10988714332513
FEL2,1024,0.16,nobias,equalpi,dN,0.826562081652375,-0.0305765824298385,0.177398372508125,0.0306329227064337
FEL2,1024,0.16,nobias,equalpi,dS,0.0141256385691023,0.0111811758942146,0.146348776786163,0.0216863168230478
FEL2,1024,0.16,nobias,unequalpi,dN,0.83514660771003,-0.030084823845905,0.170232036981716,0.0279590809563665
FEL2,1024,0.16,nobias,unequalpi,dS,-0.00680914308416343,0.00778483100821439,0.152888209343495,0.0237302316000065
FEL2,1024,0.64,bias,equalpi,dN,0.93254511800696,0.0510711656090851,0.122709963223349,0.0111283843407412
FEL2,1024,0.64,bias,equalpi,dS,0.649067183408768,0.255766066772597,0.360227681609341,0.054863727450663
FEL2,1024,0.64,bias,unequalpi,dN,0.93893865718754,0.0345027898836188,0.107269940299103,0.00954998409508206
FEL2,1024,0.64,bias,unequalpi,dS,0.648640687154201,0.234474124733455,0.335629716241426,0.0498892784117483
FEL2,1024,0.64,nobias,equalpi,dN,0.951682684704042,-0.102632202151799,0.133271202985343,0.00513671609385528
FEL2,1024,0.64,nobias,equalpi,dS,0.0677827664937492,0.00555927307892853,0.0961174735693982,0.00936957009828434
FEL2,1024,0.64,nobias,unequalpi,dN,0.949627782846912,-0.111626808497916,0.141954146642331,0.00501220742077297
FEL2,1024,0.64,nobias,unequalpi,dS,0.0938910902775547,0.00463744981327849,0.10487714580836,0.0111694132541101
FEL2,2048,0.0025,bias,equalpi,dN,0.471171086716349,0.138277260312831,0.599856935713559,0.359235610567638
FEL2,2048,0.0025,bias,equalpi,dS,0.0432585965068403,0.456623534286751,1.17039312014641,1.81279927206257
FEL2,2048,0.0025,bias,unequalpi,dN,0.467178639853478,0.131431905568999,0.583541588755042,0.339014856322761
FEL2,2048,0.0025,bias,unequalpi,dS,0.0551483939766386,0.45078048340865,1.03507444848758,1.03236864498098
FEL2,2048,0.0025,nobias,equalpi,dN,0.523839291657562,0.0185140928410397,0.457743860511378,0.2153756339713
FEL2,2048,0.0025,nobias,equalpi,dS,0.0252813394196036,0.09959391834219,0.7663101227617,0.942784832556747
FEL2,2048,0.0025,nobias,unequalpi,dN,0.524687269771119,0.00860140394646544,0.444337206798868,0.205197356771041
FEL2,2048,0.0025,nobias,unequalpi,dS,-0.00301050346949506,0.105593956234487,0.682932657292689,0.488346626054173
FEL2,2048,0.01,bias,equalpi,dN,0.559525648978045,0.102172510081178,0.447394828554105,0.194535166782652
FEL2,2048,0.01,bias,equalpi,dS,0.165291761053627,0.283857445782713,0.880451373378228,0.890568371278194
FEL2,2048,0.01,bias,unequalpi,dN,0.560157079127554,0.109322320979246,0.462650195596505,0.20947369301908
FEL2,2048,0.01,bias,unequalpi,dS,0.181527626281371,0.250026583848566,0.752642242787048,0.542082479366054
FEL2,2048,0.01,nobias,equalpi,dN,0.602823709940361,-0.000260898631035426,0.362896611863327,0.135372192026884
FEL2,2048,0.01,nobias,equalpi,dS,0.00317896782604876,0.0407395873268292,0.48483287479103,0.291179668058628
FEL2,2048,0.01,nobias,unequalpi,dN,0.60000958499774,0.012564898890911,0.370689515297265,0.1403767516691
FEL2,2048,0.01,nobias,unequalpi,dS,-0.00441560519674356,0.0279785022070864,0.473812633734716,0.248329651994613
FEL2,2048,0.04,bias,equalpi,dN,0.642179666360841,0.0903431533480841,0.35609102627123,0.118724253187968
FEL2,2048,0.04,bias,equalpi,dS,0.239520575990584,0.253799895998195,0.556553962957115,0.248736613255291
FEL2,2048,0.04,bias,unequalpi,dN,0.650397254841994,0.0961973275732877,0.346877712630255,0.112114988841929
FEL2,2048,0.04,bias,unequalpi,dS,0.228639804147637,0.234247165076057,0.531987582198821,0.234686805390487
FEL2,2048,0.04,nobias,equalpi,dN,0.69751213811847,-0.00854785740198988,0.274326568235126,0.0765496392117759
FEL2,2048,0.04,nobias,equalpi,dS,0.0180068928980194,0.0189296110004395,0.211539670512474,0.047021766112225
FEL2,2048,0.04,nobias,unequalpi,dN,0.694096702293875,-0.00212351290583461,0.272748973373826,0.0756391619310917
FEL2,2048,0.04,nobias,unequalpi,dS,0.00950715541545849,0.0164917792739094,0.221465592353514,0.0499074882050987
FEL2,2048,0.16,bias,equalpi,dN,0.818041236625993,0.08020097564223,0.219659523557169,0.0396631121122261
FEL2,2048,0.16,bias,equalpi,dS,0.383864142748304,0.238884631052095,0.391767273760146,0.0970092011062586
FEL2,2048,0.16,bias,unequalpi,dN,0.83254985102512,0.0747780186471539,0.202750715289708,0.0342112947185814
FEL2,2048,0.16,bias,unequalpi,dS,0.389239922393187,0.223292849111768,0.372336153403079,0.0889613267320967
FEL2,2048,0.16,nobias,equalpi,dN,0.852555019095469,-0.028256512592151,0.16160842941632,0.0254351842291343
FEL2,2048,0.16,nobias,equalpi,dS,0.0269677777807399,0.009365487668792,0.111865569220159,0.0126725698345401
FEL2,2048,0.16,nobias,unequalpi,dN,0.857100908845737,-0.0304028925828368,0.1558716774268,0.0234654277850447
FEL2,2048,0.16,nobias,unequalpi,dS,0.0227077431128403,0.00870430924596608,0.121918455826776,0.0150549756685087
FEL2,2048,0.64,bias,equalpi,dN,0.944337169518383,0.0534541058253085,0.116852693088118,0.00921380236878661
FEL2,2048,0.64,bias,equalpi,dS,0.673037286945006,0.250784791949206,0.342705204977435,0.0459557245913297
FEL2,2048,0.64,bias,unequalpi,dN,0.944449893477107,0.0322136839484532,0.100012462095689,0.00833173554061701
FEL2,2048,0.64,bias,unequalpi,dS,0.680759356729637,0.229429567213577,0.318319475913753,0.0408799898839832
FEL2,2048,0.64,nobias,equalpi,dN,0.962542038592493,-0.102215129411795,0.128153849384403,0.00393529492078825
FEL2,2048,0.64,nobias,equalpi,dS,0.0811508957571776,0.00317057122294848,0.0770913203387342,0.00603041726395429
FEL2,2048,0.64,nobias,unequalpi,dN,0.958008350752202,-0.111778867637796,0.138237453336066,0.00424256726138718
FEL2,2048,0.64,nobias,unequalpi,dS,0.132136779532142,0.00190895252304447,0.0817800771783592,0.00679483736676304
FUBAR1,128,0.0025,bias,equalpi,dN,0.164791577048083,0.343885921441746,0.756364344230869,0.532399487295005
FUBAR1,128,0.0025,bias,unequalpi,dN,0.178858125703843,0.288928846933475,0.706622138159031,0.550266012636243
FUBAR1,128,0.0025,nobias,equalpi,dN,0.180258238042687,0.227040089683737,0.604857081979547,0.354039673564218
FUBAR1,128,0.0025,nobias,unequalpi,dN,0.193105748444041,0.196086714736337,0.550380555532097,0.267377657739366
FUBAR1,128,0.01,bias,equalpi,dN,0.298561568719752,0.18244804645774,0.46852229978697,0.200087358447418
FUBAR1,128,0.01,bias,unequalpi,dN,0.283791836528955,0.166899638034243,0.481479952388003,0.212172538303414
FUBAR1,128,0.01,nobias,equalpi,dN,0.343176589008977,0.0983066556015876,0.396960450521964,0.140871009219462
FUBAR1,128,0.01,nobias,unequalpi,dN,0.346123208184128,0.077032070136337,0.367940797681948,0.11319884308536
FUBAR1,128,0.04,bias,equalpi,dN,0.506886171722545,0.127934294839344,0.400053482239266,0.14968126708949
FUBAR1,128,0.04,bias,unequalpi,dN,0.508626400265382,0.114338393259508,0.368018122364649,0.127494902628873
FUBAR1,128,0.04,nobias,equalpi,dN,0.562356128833495,0.0456356611672908,0.328484144451871,0.106182545382477
FUBAR1,128,0.04,nobias,unequalpi,dN,0.554029824618114,0.048954175876337,0.320091870730167,0.100122311352523
FUBAR1,128,0.16,bias,equalpi,dN,0.702719739457218,0.109394431666424,0.289794573194679,0.0727220820800746
FUBAR1,128,0.16,bias,unequalpi,dN,0.704101180810488,0.105343815847764,0.274825498445958,0.0655126963357094
FUBAR1,128,0.16,nobias,equalpi,dN,0.745040120185157,0.0234906136397262,0.232961101192259,0.0548145744055007
FUBAR1,128,0.16,nobias,unequalpi,dN,0.747257087993223,0.029682792916337,0.22718845882749,0.0513288497238713
FUBAR1,128,0.64,bias,equalpi,dN,0.874895345240569,0.120409818573342,0.207482389748327,0.0257540190240567
FUBAR1,128,0.64,bias,unequalpi,dN,0.877835147282777,0.114862039339207,0.197651937817905,0.0240157764150512
FUBAR1,128,0.64,nobias,equalpi,dN,0.899889839026137,0.0192091543501253,0.135699703920166,0.0182231112596638
FUBAR1,128,0.64,nobias,unequalpi,dN,0.899412478326126,0.023103245946337,0.133723460462242,0.0175434762268042
FUBAR1,256,0.0025,bias,equalpi,dN,0.199892711636326,0.229214373838198,0.559810264599937,0.288021777285804
FUBAR1,256,0.0025,bias,unequalpi,dN,0.218280417740465,0.207010089729039,0.535304385688023,0.267715629680859
FUBAR1,256,0.0025,nobias,equalpi,dN,0.228963721846187,0.148193371063645,0.488574081308017,0.210319376636523
FUBAR1,256,0.0025,nobias,unequalpi,dN,0.238038412703394,0.142327882536337,0.496453001422974,0.232465296532649
FUBAR1,256,0.01,bias,equalpi,dN,0.383092192618916,0.147862463726438,0.45936247298382,0.202569283633789
FUBAR1,256,0.01,bias,unequalpi,dN,0.38976407213102,0.145458629943516,0.443243206281172,0.183273133347368
FUBAR1,256,0.01,nobias,equalpi,dN,0.421428484670007,0.0650551013162136,0.38299353671539,0.140224296576996
FUBAR1,256,0.01,nobias,unequalpi,dN,0.436305028628797,0.041715690336337,0.349337348827816,0.113453984576245
FUBAR1,256,0.04,bias,equalpi,dN,0.571278915576645,0.118052191101739,0.377679382996701,0.133605852016158
FUBAR1,256,0.04,bias,unequalpi,dN,0.565167053938749,0.110048282452025,0.36088266588637,0.123969387458799
FUBAR1,256,0.04,nobias,equalpi,dN,0.632932758666009,0.0298249950433535,0.302629859455108,0.0936102190413846
FUBAR1,256,0.04,nobias,unequalpi,dN,0.616919492271854,0.032200395896337,0.30535129425586,0.0939111532632777
FUBAR1,256,0.16,bias,equalpi,dN,0.741460992238519,0.105849198748603,0.275055859250989,0.0633461231068304
FUBAR1,256,0.16,bias,unequalpi,dN,0.7505239669923,0.100323553627358,0.254477642716891,0.0548127525500298
FUBAR1,256,0.16,nobias,equalpi,dN,0.778424020292927,0.0188857264849116,0.213174328598301,0.0457629299245575
FUBAR1,256,0.16,nobias,unequalpi,dN,0.785297008846148,0.029863605690337,0.209088973926843,0.0435315735452209
FUBAR1,256,0.64,bias,equalpi,dN,0.902337856721895,0.118336277907891,0.193283594407366,0.0199299206763561
FUBAR1,256,0.64,bias,unequalpi,dN,0.900875053256447,0.112115726126185,0.18512423046204,0.0192663956300699
FUBAR1,256,0.64,nobias,equalpi,dN,0.928307030362254,0.0167071623256554,0.113752024225138,0.012663798141818
FUBAR1,256,0.64,nobias,unequalpi,dN,0.925261712434926,0.024455923302337,0.117167170526448,0.0130776323394145
FUBAR1,512,0.0025,bias,equalpi,dN,0.301103627589634,0.187911753038906,0.482250323964894,0.206659412993398
FUBAR1,512,0.0025,bias,unequalpi,dN,0.302625344467831,0.162144467347835,0.471767273071739,0.209529024686257
FUBAR1,512,0.0025,nobias,equalpi,dN,0.356679813274069,0.0848840735134946,0.369786895485981,0.122855762971197
FUBAR1,512,0.0025,nobias,unequalpi,dN,0.327174446348012,0.080042264736337,0.394134204926786,0.135562785051972
FUBAR1,512,0.01,bias,equalpi,dN,0.459135313373391,0.130551391218165,0.430704959367947,0.1761375355077
FUBAR1,512,0.01,bias,unequalpi,dN,0.450035667375461,0.131631725032352,0.442501319946052,0.188341530892977
FUBAR1,512,0.01,nobias,equalpi,dN,0.51680752665333,0.0405019977183898,0.353937019586234,0.125274950331829
FUBAR1,512,0.01,nobias,unequalpi,dN,0.504981196290264,0.056300033676337,0.378287365034169,0.145197841662572
FUBAR1,512,0.04,bias,equalpi,dN,0.599989892677914,0.110774503396205,0.371940295696036,0.128703938549988
FUBAR1,512,0.04,bias,unequalpi,dN,0.615316922141523,0.10810165136806,0.357926046760067,0.119727944884668
FUBAR1,512,0.04,nobias,equalpi,dN,0.64735930301458,0.033519256458181,0.310518921791253,0.0972920224980661
FUBAR1,512,0.04,nobias,unequalpi,dN,0.658280866543707,0.030045137556337,0.293766469713212,0.0869243055671555
FUBAR1,512,0.16,bias,equalpi,dN,0.77780078454155,0.106349532199957,0.257862889759335,0.0534492438249575
FUBAR1,512,0.16,bias,unequalpi,dN,0.789006335722809,0.0976357752402359,0.24038127253605,0.0472825410662987
FUBAR1,512,0.16,nobias,equalpi,dN,0.808638584746917,0.0197285754287769,0.198776673092937,0.0397173151308489
FUBAR1,512,0.16,nobias,unequalpi,dN,0.811801182600235,0.025167072524337,0.194568431087403,0.0378076558952564
FUBAR1,512,0.64,bias,equalpi,dN,0.922820834298736,0.120236262962735,0.185581201492555,0.0157653605948194
FUBAR1,512,0.64,bias,unequalpi,dN,0.928966147492005,0.113718012928946,0.17544718845006,0.0142510424493072
FUBAR1,512,0.64,nobias,equalpi,dN,0.945432243354537,0.0138976937015153,0.0985315937689572,0.00943299400345084
FUBAR1,512,0.64,nobias,unequalpi,dN,0.944269979551559,0.020492776646937,0.101068221772573,0.00968898429852455
FUBAR1,1024,0.0025,bias,equalpi,dN,0.365108083881132,0.144524314097197,0.456584591817126,0.196942155945555
FUBAR1,1024,0.0025,bias,unequalpi,dN,0.39337657810292,0.137231242412725,0.449365031646875,0.194986307238925
FUBAR1,1024,0.0025,nobias,equalpi,dN,0.423061331339758,0.0720656821693211,0.414647585531443,0.175134716281508
FUBAR1,1024,0.0025,nobias,unequalpi,dN,0.405212511686276,0.059582974936337,0.396381252045061,0.157432319820633
FUBAR1,1024,0.01,bias,equalpi,dN,0.511616833845889,0.12091169931017,0.445737481339201,0.192627397726379
FUBAR1,1024,0.01,bias,unequalpi,dN,0.517376437282458,0.113768985879765,0.42937204703678,0.181154887271769
FUBAR1,1024,0.01,nobias,equalpi,dN,0.544261514919066,0.0341692733786237,0.369747778326361,0.140649083702156
FUBAR1,1024,0.01,nobias,unequalpi,dN,0.561925086772126,0.040965522156337,0.359822914051739,0.131619416951217
FUBAR1,1024,0.04,bias,equalpi,dN,0.628334290055097,0.110059596121342,0.369727966514572,0.12525173830205
FUBAR1,1024,0.04,bias,unequalpi,dN,0.631463897203734,0.106218673469101,0.345591281342271,0.110143450326614
FUBAR1,1024,0.04,nobias,equalpi,dN,0.685689087026367,0.0289236289168957,0.287487401357888,0.0839851674828197
FUBAR1,1024,0.04,nobias,unequalpi,dN,0.673509317779128,0.034683865252337,0.294660260765252,0.0880643578924034
FUBAR1,1024,0.16,bias,equalpi,dN,0.796415435338747,0.107648670469872,0.249096057619331,0.0481689348398455
FUBAR1,1024,0.16,bias,unequalpi,dN,0.810468236567551,0.0988401125521214,0.230504275369713,0.0418190620344193
FUBAR1,1024,0.16,nobias,equalpi,dN,0.827507402296818,0.0165785001707241,0.186750851739204,0.0350502822286366
FUBAR1,1024,0.16,nobias,unequalpi,dN,0.840335721062829,0.019400333061137,0.176615318295696,0.0310110222765254
FUBAR1,1024,0.64,bias,equalpi,dN,0.937387969791765,0.116000608929215,0.174003214413518,0.0125482170600381
FUBAR1,1024,0.64,bias,unequalpi,dN,0.942626926699937,0.112927324229672,0.167377386724243,0.0114131918496274
FUBAR1,1024,0.64,nobias,equalpi,dN,0.956532140685559,0.0128015669251014,0.0878065360416286,0.00743176189670384
FUBAR1,1024,0.64,nobias,unequalpi,dN,0.954237249406482,0.021894288716337,0.091426106638585,0.00777681127814421
FUBAR1,2048,0.0025,bias,equalpi,dN,0.436815072153183,0.139722230449695,0.477618200073886,0.226947678775313
FUBAR1,2048,0.0025,bias,unequalpi,dN,0.437361826234536,0.128551246520635,0.461798405234424,0.212287076079209
FUBAR1,2048,0.0025,nobias,equalpi,dN,0.494041730781346,0.0493302869800412,0.378543011379905,0.143491218614289
FUBAR1,2048,0.0025,nobias,unequalpi,dN,0.501353584551814,0.037192401316337,0.365370340335587,0.135995394504319
FUBAR1,2048,0.01,bias,equalpi,dN,0.551426112970937,0.12105011421947,0.430124144290371,0.177057615749305
FUBAR1,2048,0.01,bias,unequalpi,dN,0.550666748000984,0.117308092848085,0.434983602725514,0.184195976200541
FUBAR1,2048,0.01,nobias,equalpi,dN,0.59718070847325,0.0304790599614149,0.356932432761858,0.13088740796526
FUBAR1,2048,0.01,nobias,unequalpi,dN,0.592656485141686,0.042043477996337,0.366021825307338,0.136091749910492
FUBAR1,2048,0.04,bias,equalpi,dN,0.636571256928074,0.109521966913257,0.365482205767854,0.121732968087087
FUBAR1,2048,0.04,bias,unequalpi,dN,0.64811343624185,0.108177031983119,0.345739238672132,0.108943244802789
FUBAR1,2048,0.04,nobias,equalpi,dN,0.69342811956851,0.0227086559445427,0.28607431062238,0.0830667748876533
FUBAR1,2048,0.04,nobias,unequalpi,dN,0.694479681040695,0.030414564934337,0.282549708705311,0.0807833587201733
FUBAR1,2048,0.16,bias,equalpi,dN,0.818262989317007,0.10449748335151,0.234954212148756,0.0416631735205608
FUBAR1,2048,0.16,bias,unequalpi,dN,0.833134257090658,0.0995367753713694,0.2175209682777,0.0357232429877925
FUBAR1,2048,0.16,nobias,equalpi,dN,0.854443367914694,0.0166134758542428,0.170988641831806,0.0291991634527685
FUBAR1,2048,0.16,nobias,unequalpi,dN,0.859485459755288,0.019021203191537,0.164647858733526,0.0270364269003101
FUBAR1,2048,0.64,bias,equalpi,dN,0.948514841186422,0.116845163461317,0.169732491469641,0.0103795594343894
FUBAR1,2048,0.64,bias,unequalpi,dN,0.948411010478613,0.113695952318867,0.163640322212394,0.0100813479227794
FUBAR1,2048,0.64,nobias,equalpi,dN,0.966400914246835,0.0129607147867213,0.0781050614060164,0.00573092492010519
FUBAR1,2048,0.64,nobias,unequalpi,dN,0.962731209264803,0.019351794736337,0.0838670083871031,0.00641036720851375
FUBAR2,128,0.0025,bias,equalpi,dN,0.169525996569164,0.498667358130286,1.10742884709995,1.28414131936197
FUBAR2,128,0.0025,bias,equalpi,dS,0.0480606297810964,0.979495983400897,2.49427276741721,5.55949099827027
FUBAR2,128,0.0025,bias,unequalpi,dN,0.181945691649338,0.376797031644125,0.927306629857488,0.975950259049724
FUBAR2,128,0.0025,bias,unequalpi,dS,0.0643296604111177,0.91407673375508,2.3579354244766,5.21095723814163
FUBAR2,128,0.0025,nobias,equalpi,dN,0.183554961809141,0.309430634253325,0.805817451111174,0.712107348269339
FUBAR2,128,0.0025,nobias,equalpi,dS,0.0250446848160707,0.574549055688656,1.96129260544036,3.87888791168143
FUBAR2,128,0.0025,nobias,unequalpi,dN,0.195317182971774,0.272398578936337,0.73918156910605,0.599571461098614
FUBAR2,128,0.0025,nobias,unequalpi,dS,0.0177200044402158,0.58186150354612,1.95391651821159,3.8345819590064
FUBAR2,128,0.01,bias,equalpi,dN,0.294146955673438,0.213765690994908,0.551946632660003,0.291903825642506
FUBAR2,128,0.01,bias,equalpi,dS,0.0571955537812104,0.292797467437473,1.13089335771269,1.28570502453201
FUBAR2,128,0.01,bias,unequalpi,dN,0.281159868927507,0.197104596644125,0.562618348347545,0.30375199334976
FUBAR2,128,0.01,bias,unequalpi,dS,0.0523478448831455,0.28167363695508,1.14636348661699,1.33230248345148
FUBAR2,128,0.01,nobias,equalpi,dN,0.337360540064169,0.116384101984299,0.447266189938384,0.189890369780984
FUBAR2,128,0.01,nobias,equalpi,dS,0.000804614919382304,0.0295246286714539,0.872367003304314,0.808486099625754
FUBAR2,128,0.01,nobias,unequalpi,dN,0.340944133166855,0.091087004936337,0.413835255273799,0.153812593154124
FUBAR2,128,0.01,nobias,unequalpi,dS,0.0119513069088153,0.03031900154612,0.894150225860122,0.891364553314493
FUBAR2,128,0.04,bias,equalpi,dN,0.495487808552475,0.142433745550538,0.426191471899063,0.16788945731125
FUBAR2,128,0.04,bias,equalpi,dS,0.0802981205928665,0.173904933274953,0.742386700000249,0.62508358609338
FUBAR2,128,0.04,bias,unequalpi,dN,0.49393177792213,0.124932488384125,0.392967117447334,0.142855469864971
FUBAR2,128,0.04,bias,unequalpi,dS,0.0783888989705254,0.18382513955508,0.889128780307925,1.07735850134606
FUBAR2,128,0.04,nobias,equalpi,dN,0.546554258677459,0.0473585934139342,0.345516765984004,0.118358641096359
FUBAR2,128,0.04,nobias,equalpi,dS,0.00119826565386631,-0.0701832583930985,0.564717991072769,0.572055869321893
FUBAR2,128,0.04,nobias,unequalpi,dN,0.532527275329975,0.051967351616337,0.346363279004318,0.119508539985536
FUBAR2,128,0.04,nobias,unequalpi,dS,-0.00376567785594336,-0.06724892325388,0.635194707459875,0.61767732952911
FUBAR2,128,0.16,bias,equalpi,dN,0.703223330452931,0.103766139253006,0.283638415175653,0.071101509619486
FUBAR2,128,0.16,bias,equalpi,dS,0.173642179190079,0.186398055228407,0.537894483685882,0.320680759213123
FUBAR2,128,0.16,bias,unequalpi,dN,0.702239925064579,0.100355459264125,0.272559950692371,0.065658557736782
FUBAR2,128,0.16,bias,unequalpi,dS,0.172441044413718,0.15731907023508,0.512335751271898,0.309076675879313
FUBAR2,128,0.16,nobias,equalpi,dN,0.746115495662089,0.0179714193047392,0.228727243458266,0.0528940317875013
FUBAR2,128,0.16,nobias,equalpi,dS,0.00663022621246865,-0.0267594542352505,0.235864229061843,0.0571710033191207
FUBAR2,128,0.16,nobias,unequalpi,dN,0.748932620752828,0.018214643288337,0.22042861970183,0.0482485646553804
FUBAR2,128,0.16,nobias,unequalpi,dS,0.00722824668052785,-0.04559982165388,0.255353659666872,0.0681113223546227
FUBAR2,128,0.64,bias,equalpi,dN,0.873710348814865,0.0988548119654527,0.187912632001472,0.0235888936961155
FUBAR2,128,0.64,bias,equalpi,dS,0.390177919533309,0.274754770810299,0.486127191483018,0.180161200888439
FUBAR2,128,0.64,bias,unequalpi,dN,0.876760787579388,0.097269750748125,0.182397412674004,0.0224208784923241
FUBAR2,128,0.64,bias,unequalpi,dS,0.400557488394117,0.26031783667508,0.452030548075276,0.143902114557319
FUBAR2,128,0.64,nobias,equalpi,dN,0.896454038307158,-0.0222544006756774,0.126604996263245,0.0155053859432688
FUBAR2,128,0.64,nobias,equalpi,dS,0.0300279425765611,0.092477216773588,0.222346226630871,0.0524661066468572
FUBAR2,128,0.64,nobias,unequalpi,dN,0.896128840115742,-0.027253064592463,0.124853185520022,0.0144705091451947
FUBAR2,128,0.64,nobias,unequalpi,dS,0.0395740139684204,0.09597719874612,0.311187574138925,0.189013589492529
FUBAR2,256,0.0025,bias,equalpi,dN,0.200451041887559,0.27598643651329,0.682460163001451,0.442735420757539
FUBAR2,256,0.0025,bias,equalpi,dS,0.0357108000349306,0.488483258287718,1.57370855240508,2.45137765159193
FUBAR2,256,0.0025,bias,unequalpi,dN,0.217823942703833,0.253267923044125,0.663626940159848,0.434863139181221
FUBAR2,256,0.0025,bias,unequalpi,dS,0.0565899643437865,0.50251091115508,1.56394050682044,2.34794055447805
FUBAR2,256,0.0025,nobias,equalpi,dN,0.227975512761824,0.180897124274581,0.584662983961323,0.323538133725683
FUBAR2,256,0.0025,nobias,equalpi,dS,0.00497998307819924,0.165303610800131,1.17294832136711,1.45672642161903
FUBAR2,256,0.0025,nobias,unequalpi,dN,0.239207678280646,0.187869001936337,0.618051499252849,0.397292453410378
FUBAR2,256,0.0025,nobias,unequalpi,dS,0.0126393442041488,0.21183055274612,1.24488652147154,1.58834326474736
FUBAR2,256,0.01,bias,equalpi,dN,0.37543915524008,0.16993847250636,0.503825481883699,0.242207621216298
FUBAR2,256,0.01,bias,equalpi,dS,0.0784017940533315,0.190861152332543,0.857903434788591,0.786951467324738
FUBAR2,256,0.01,bias,unequalpi,dN,0.381058758037923,0.173020722444125,0.499544385009395,0.233527169583385
FUBAR2,256,0.01,bias,unequalpi,dS,0.0628141287389833,0.19005990695508,0.859606133454506,0.837175467431537
FUBAR2,256,0.01,nobias,equalpi,dN,0.414833797045258,0.0793267508374696,0.413570277319948,0.166968838795258
FUBAR2,256,0.01,nobias,equalpi,dS,0.0189533257057826,-0.033234677127657,0.718908734896555,0.656304746589244
FUBAR2,256,0.01,nobias,unequalpi,dN,0.430405748461785,0.044547665336337,0.368176953218023,0.129625406599502
FUBAR2,256,0.01,nobias,unequalpi,dS,0.0244055341930713,-0.02015483385388,0.731161240724933,0.648495367320374
FUBAR2,256,0.04,bias,equalpi,dN,0.552484464499657,0.120760886797804,0.400509547868736,0.153906960897395
FUBAR2,256,0.04,bias,equalpi,dS,0.13600908161459,0.15790652841142,0.584652046803996,0.343254038650423
FUBAR2,256,0.04,bias,unequalpi,dN,0.543705035881045,0.120363906264125,0.391367677229736,0.147301853742448
FUBAR2,256,0.04,bias,unequalpi,dS,0.139698328230724,0.16155909707508,0.688675608412668,0.678625386450563
FUBAR2,256,0.04,nobias,equalpi,dN,0.625337428043482,0.0259160145652007,0.307885485781279,0.0989027011727377
FUBAR2,256,0.04,nobias,equalpi,dS,-0.00482276223055442,-0.0677889713741845,0.3882626855046,0.227453661233856
FUBAR2,256,0.04,nobias,unequalpi,dN,0.603723012902576,0.025082147596337,0.313131365118751,0.100065433878632
FUBAR2,256,0.04,nobias,unequalpi,dS,-0.00535865404337424,-0.06640069845388,0.452377527980129,0.314229766367774
FUBAR2,256,0.16,bias,equalpi,dN,0.744423645916478,0.0985819361963815,0.262358575038059,0.0586182686792537
FUBAR2,256,0.16,bias,equalpi,dS,0.261379542121212,0.183166168966965,0.41801009060196,0.145347891543207
FUBAR2,256,0.16,bias,unequalpi,dN,0.751762111673258,0.097501792624125,0.24896608927356,0.052713912247297
FUBAR2,256,0.16,bias,unequalpi,dS,0.250023482291044,0.16064656535508,0.377768916796975,0.120464184439799
FUBAR2,256,0.16,nobias,equalpi,dN,0.776344302174328,0.0173074442117931,0.212186874097795,0.0452315392074962
FUBAR2,256,0.16,nobias,equalpi,dS,0.000110138910951154,0.0131007321296576,0.164579639303841,0.0280482122902121
FUBAR2,256,0.16,nobias,unequalpi,dN,0.784768480442418,0.021139364478337,0.203395998818132,0.0412619383607215
FUBAR2,256,0.16,nobias,unequalpi,dS,-0.0331350616820978,-0.01084851245388,0.175311006015322,0.031474592005269
FUBAR2,256,0.64,bias,equalpi,dN,0.901115589544511,0.103351118289423,0.177787265150784,0.0185678529914509
FUBAR2,256,0.64,bias,equalpi,dS,0.472237825102994,0.26224522901744,0.385039171409749,0.0794864431186268
FUBAR2,256,0.64,bias,unequalpi,dN,0.899318149590926,0.090790857368257,0.165711431248581,0.0176871279662665
FUBAR2,256,0.64,bias,unequalpi,dS,0.48553809112646,0.24103515255508,0.352901553932007,0.066917656116211
FUBAR2,256,0.64,nobias,equalpi,dN,0.925303645516658,-0.0256812384172851,0.107000807072192,0.0105796736821449
FUBAR2,256,0.64,nobias,equalpi,dS,0.0385691026401063,0.109367978404288,0.153373081441053,0.0116794263228919
FUBAR2,256,0.64,nobias,unequalpi,dN,0.922234184492075,-0.0276430844844164,0.108278592122178,0.0106308791706241
FUBAR2,256,0.64,nobias,unequalpi,dS,0.064473449247604,0.09469599074612,0.147950350920576,0.0132656536291042
FUBAR2,512,0.0025,bias,equalpi,dN,0.297546838339431,0.222692567501396,0.572843391172369,0.304468641788099
FUBAR2,512,0.0025,bias,equalpi,dS,0.0689346301116196,0.290932553372699,1.10140200859373,1.18605873872679
FUBAR2,512,0.0025,bias,unequalpi,dN,0.298986470326018,0.189120349644125,0.546569565786606,0.28955651703975
FUBAR2,512,0.0025,bias,unequalpi,dS,0.0552570841160812,0.30483765795508,1.26288193131468,1.74387586171582
