method,ntaxa,bl,biastype,pitype,r,estbias,rmsd,resvar
FUBAR1,512,0.64,nobias,unequalpi,0.944269979552484,0.0204927766373735,0.101068221772117,0.00968898429835354
FUBAR1,1024,0.0025,bias,equalpi,0.352988189889913,0.0462316175391751,0.452325397297305,0.198816912817085
FUBAR1,1024,0.0025,bias,unequalpi,0.376776569262113,0.0447688552281462,0.446986604999831,0.19736876120554
FUBAR1,1024,0.0025,nobias,equalpi,0.423061331339758,0.0720656821693205,0.414647585531443,0.175134716281508
FUBAR1,1024,0.0025,nobias,unequalpi,0.405212511684481,0.0595829749267735,0.396381252039522,0.157432319820769
FUBAR1,1024,0.01,bias,equalpi,0.494333111404914,0.0226190027521482,0.436766285435385,0.196903612142563
FUBAR1,1024,0.01,bias,unequalpi,0.503457348198472,0.0213065986951852,0.421612923172963,0.184499216983054
FUBAR1,1024,0.01,nobias,equalpi,0.544261514919066,0.0341692733786232,0.369747778326361,0.140649083702156
FUBAR1,1024,0.01,nobias,unequalpi,0.561925086769394,0.0409655221467735,0.359822914050406,0.131619416951667
FUBAR1,1024,0.04,bias,equalpi,0.601832208613236,0.0117668995633201,0.359673948144369,0.132069467821716
FUBAR1,1024,0.04,bias,unequalpi,0.615580703013437,0.0137562862845221,0.334250165795236,0.113691625811145
FUBAR1,1024,0.04,nobias,equalpi,0.685689087026367,0.0289236289168952,0.287487401357888,0.0839851674828197
FUBAR1,1024,0.04,nobias,unequalpi,0.673509317778368,0.0346838652427735,0.294660260764401,0.088064357892486
FUBAR1,1024,0.16,bias,equalpi,0.775012649231693,0.00935597391184999,0.228193321535388,0.0525588648929073
FUBAR1,1024,0.16,bias,unequalpi,0.78617582139741,0.00637772536754208,0.215109230292717,0.0466140424966696
FUBAR1,1024,0.16,nobias,equalpi,0.827507402296818,0.0165785001707236,0.186750851739204,0.0350502822286366
FUBAR1,1024,0.16,nobias,unequalpi,0.840335721062484,0.0194003330515735,0.176615318295385,0.0310110222765829
FUBAR1,1024,0.64,bias,equalpi,0.909094194080688,0.0177079123711934,0.134283650364478,0.0179492772372467
FUBAR1,1024,0.64,bias,unequalpi,0.916344793491218,0.0204649370450924,0.128862604084858,0.0164118510209347
FUBAR1,1024,0.64,nobias,equalpi,0.956532140685559,0.0128015669251008,0.0878065360416285,0.00743176189670382
FUBAR1,1024,0.64,nobias,unequalpi,0.954237249407509,0.0218942887067735,0.0914261066377397,0.00777681127797137
FUBAR1,2048,0.0025,bias,equalpi,0.420448418750415,0.0414295338916731,0.470345202542869,0.230264376278659
FUBAR1,2048,0.0025,bias,unequalpi,0.425607332567107,0.0360888593360554,0.455598928665152,0.214457816154589
FUBAR1,2048,0.0025,nobias,equalpi,0.494041730781346,0.0493302869800407,0.378543011379905,0.143491218614289
FUBAR1,2048,0.0025,nobias,unequalpi,0.501353584551802,0.0371924013067735,0.365370340331749,0.135995394504324
FUBAR1,2048,0.01,bias,equalpi,0.531922812591555,0.0227574176614485,0.419715698920252,0.182200562399965
FUBAR1,2048,0.01,bias,unequalpi,0.532611898731201,0.0248457056635059,0.42507256025019,0.188792105842195
FUBAR1,2048,0.01,nobias,equalpi,0.59718070847325,0.0304790599614143,0.356932432761858,0.13088740796526
FUBAR1,2048,0.01,nobias,unequalpi,0.592656485140967,0.0420434779867735,0.366021825306486,0.136091749910625
FUBAR1,2048,0.04,bias,equalpi,0.616024361225331,0.0112292703552353,0.352923535924063,0.127171739460335
FUBAR1,2048,0.04,bias,unequalpi,0.633615855623419,0.0157146447985394,0.332104440693064,0.112455296537524
FUBAR1,2048,0.04,nobias,equalpi,0.69342811956851,0.0227086559445421,0.28607431062238,0.0830667748876533
FUBAR1,2048,0.04,nobias,unequalpi,0.694479681039664,0.0304145649247735,0.28254970870493,0.0807833587203237
FUBAR1,2048,0.16,bias,equalpi,0.793769190373628,0.00620478679348846,0.214921203067608,0.046676314686898
FUBAR1,2048,0.16,bias,unequalpi,0.80779210112149,0.00707438818679008,0.200419035790641,0.0405922188199657
FUBAR1,2048,0.16,nobias,equalpi,0.854443367914694,0.0166134758542422,0.170988641831806,0.0291991634527685
FUBAR1,2048,0.16,nobias,unequalpi,0.859485459757155,0.0190212031819735,0.164647858732401,0.0270364268999665
FUBAR1,2048,0.64,bias,equalpi,0.92009317579347,0.0185524669032956,0.126762177125229,0.0158870803834807
FUBAR1,2048,0.64,bias,unequalpi,0.92137312053234,0.0212335651342873,0.124220634408313,0.01516135407512
FUBAR1,2048,0.64,nobias,equalpi,0.966400914246836,0.0129607147867208,0.0781050614060163,0.00573092492010517
FUBAR1,2048,0.64,nobias,unequalpi,0.962731209267088,0.0193517947267735,0.0838670083859222,0.00641036720812654
FUBAR2,128,0.0025,bias,equalpi,0.126480008933628,0.30088612763565,1.04852215030193,1.15663646698673
FUBAR2,128,0.0025,bias,unequalpi,0.123097154749623,0.212353259765668,0.855693328202978,0.824389416125146
FUBAR2,128,0.0025,nobias,equalpi,0.122340642978059,0.318544879552043,0.934795320944343,0.882082153377983
FUBAR2,128,0.0025,nobias,unequalpi,0.133036742835502,0.267196285566489,0.856690214496592,0.775235102188148
FUBAR2,128,0.01,bias,equalpi,0.224032713875748,0.331908061880006,0.862496498593673,0.693478923142665
FUBAR2,128,0.01,bias,unequalpi,0.184779305681192,0.322332049126873,0.907480059737338,0.806963081054852
FUBAR2,128,0.01,nobias,equalpi,0.245850478216944,0.336197738800448,0.801800071924563,0.580922267631733
FUBAR2,128,0.01,nobias,unequalpi,0.255824654264962,0.300818870619922,0.741221914538586,0.494405607873694
FUBAR2,128,0.04,bias,equalpi,0.397295369768398,0.22509576681176,0.706336910569571,0.482752292627468
FUBAR2,128,0.04,bias,unequalpi,0.382837772160292,0.232389814729446,0.709227851005493,0.487020723192583
FUBAR2,128,0.04,nobias,equalpi,0.461674717245404,0.207956170091916,0.603079589540602,0.333345465402824
FUBAR2,128,0.04,nobias,unequalpi,0.430156772817189,0.220130741163414,0.624097525185113,0.365225598518722
FUBAR2,128,0.16,bias,equalpi,0.539376825425738,0.105776674632182,0.52183072312483,0.304474559157166
FUBAR2,128,0.16,bias,unequalpi,0.556407151674676,0.111693095694151,0.488768491261227,0.269464344298319
FUBAR2,128,0.16,nobias,equalpi,0.6899814462538,0.0607456788650552,0.298153315055001,0.0873488984208689
FUBAR2,128,0.16,nobias,unequalpi,0.669138192910078,0.0784253901496105,0.3242887608459,0.104024699976119
FUBAR2,128,0.64,bias,equalpi,0.766726421697726,0.00184421314206349,0.237020669646521,0.0576835481534703
FUBAR2,128,0.64,bias,unequalpi,0.762422810898084,0.004198567260316,0.238566103053405,0.0593014526522297
FUBAR2,128,0.64,nobias,equalpi,0.85851355726417,-0.0498466341367671,0.154450921225231,0.0207048907027394
FUBAR2,128,0.64,nobias,unequalpi,0.844891677836901,-0.0529914511956911,0.160215237982164,0.0216936930036807
FUBAR2,256,0.0025,bias,equalpi,0.130245609574786,0.32252581981152,0.904692095129301,0.786663299448696
FUBAR2,256,0.0025,bias,unequalpi,0.143206043131053,0.282751926058326,0.862581062397431,0.762327241659298
FUBAR2,256,0.0025,nobias,equalpi,0.170772198664853,0.360229441217336,0.904946001223139,0.785334448034034
FUBAR2,256,0.0025,nobias,unequalpi,0.167389525331821,0.34959809663632,0.916212199162979,0.825253507612382
FUBAR2,256,0.01,bias,equalpi,0.285176511691904,0.290031697345741,0.814954530605403,0.668885513771195
FUBAR2,256,0.01,bias,unequalpi,0.282476990217998,0.299410542209321,0.828271961442102,0.643069110079924
FUBAR2,256,0.01,nobias,equalpi,0.324122587993653,0.28091155814226,0.73243121760223,0.493359945887485
FUBAR2,256,0.01,nobias,unequalpi,0.322776496784582,0.245069242662537,0.700773262868643,0.464057270654688
FUBAR2,256,0.04,bias,equalpi,0.444430951436979,0.17973953944033,0.68769109899761,0.491185282857921
FUBAR2,256,0.04,bias,unequalpi,0.421981312196145,0.209500273708858,0.76152657063239,0.62851873837157
FUBAR2,256,0.04,nobias,equalpi,0.532619623402221,0.130980831870453,0.49751330582216,0.253865115283778
FUBAR2,256,0.04,nobias,unequalpi,0.521544654097487,0.143556623041673,0.510568516451967,0.256196330305513
FUBAR2,256,0.16,bias,equalpi,0.644043815628754,0.0502077758193438,0.355135792893532,0.127357393083833
FUBAR2,256,0.16,bias,unequalpi,0.644167941198872,0.0627742994072904,0.355035537736136,0.128226943136444
FUBAR2,256,0.16,nobias,equalpi,0.735613929424302,0.026463470869363,0.249148300413176,0.0631077036209911
FUBAR2,256,0.16,nobias,unequalpi,0.746538138351691,0.0442265045781017,0.244770649814202,0.0587628286250146
FUBAR2,256,0.64,bias,equalpi,0.818884742994194,-0.00761753281808396,0.191377548058804,0.0365466186978741
FUBAR2,256,0.64,bias,unequalpi,0.811434185942322,-0.0108144504445594,0.195665625378457,0.038637919067682
FUBAR2,256,0.64,nobias,equalpi,0.90561166529863,-0.0669411860611526,0.132681324216048,0.0116925541111243
FUBAR2,256,0.64,nobias,unequalpi,0.899485482368063,-0.0643415132816642,0.134076945906179,0.012338727963686
FUBAR2,512,0.0025,bias,equalpi,0.223935587837166,0.340280413666108,0.875147372030754,0.74984572529451
FUBAR2,512,0.0025,bias,unequalpi,0.231070731374683,0.308831244304169,0.838803770664621,0.665398404224316
FUBAR2,512,0.0025,nobias,equalpi,0.249788041243819,0.311964581037685,0.728977235405891,0.454528439632912
FUBAR2,512,0.0025,nobias,unequalpi,0.234692200929455,0.305597072527397,0.790695263548242,0.580063635751108
FUBAR2,512,0.01,bias,equalpi,0.361386660240756,0.226272145645912,0.727486954199091,0.517700498405342
FUBAR2,512,0.01,bias,unequalpi,0.33450268030623,0.277972510220934,0.860792141777579,0.721388946825368
FUBAR2,512,0.01,nobias,equalpi,0.412410861704699,0.193603800720423,0.612146230202311,0.35589501603106
FUBAR2,512,0.01,nobias,unequalpi,0.402279511099209,0.236497504179629,0.707396600165325,0.497107125383306
FUBAR2,512,0.04,bias,equalpi,0.485838802158339,0.12705681330283,0.619691963081408,0.441922846208629
FUBAR2,512,0.04,bias,unequalpi,0.498890682557779,0.135930691021322,0.606688028728811,0.414851071390754
FUBAR2,512,0.04,nobias,equalpi,0.596327979148998,0.0881492433084623,0.399258604786925,0.159525105691195
FUBAR2,512,0.04,nobias,unequalpi,0.600565646223774,0.0851426150152258,0.382249944720126,0.144748432195618
FUBAR2,512,0.16,bias,equalpi,0.682985273715062,0.0391712974026277,0.322879559983729,0.105487616741885
FUBAR2,512,0.16,bias,unequalpi,0.677388986314492,0.0439646178702239,0.325593240049517,0.108376781568395
FUBAR2,512,0.16,nobias,equalpi,0.781955731849445,0.0126126775343101,0.210963302196617,0.0448408940189235
FUBAR2,512,0.16,nobias,unequalpi,0.772692123152097,0.0186487870200184,0.215383397204308,0.0473113844243869
FUBAR2,512,0.64,bias,equalpi,0.846893309088623,-0.0135307432168986,0.171227524782494,0.0295124683841764
FUBAR2,512,0.64,bias,unequalpi,0.848385249866725,-0.0141442316818039,0.17330562914809,0.0306637938430866
FUBAR2,512,0.64,nobias,equalpi,0.928796288078885,-0.0767114460684945,0.12582509884167,0.0079788498169346
FUBAR2,512,0.64,nobias,unequalpi,0.925288444040379,-0.0773998038343232,0.127648963803419,0.00844843384302688
FUBAR2,1024,0.0025,bias,equalpi,0.276935568077285,0.28968756652835,0.846223869196242,0.706939931200018
FUBAR2,1024,0.0025,bias,unequalpi,0.278553470173727,0.276974451298576,0.849423055124473,0.719705785248489
FUBAR2,1024,0.0025,nobias,equalpi,0.322754366691611,0.294718165888905,0.80620338919811,0.606304819501155
FUBAR2,1024,0.0025,nobias,unequalpi,0.308329629565022,0.282612246018612,0.806107428373319,0.66553953783697
FUBAR2,1024,0.01,bias,equalpi,0.397288955074991,0.187171785394404,0.761694999559628,0.590552131481601
FUBAR2,1024,0.01,bias,unequalpi,0.413333911732614,0.179545670343108,0.706328023117092,0.499079996064748
FUBAR2,1024,0.01,nobias,equalpi,0.482650209465469,0.129691817631423,0.539439028741219,0.298537914779241
FUBAR2,1024,0.01,nobias,unequalpi,0.478338679753694,0.160262586726548,0.590527702575798,0.36275882062872
FUBAR2,1024,0.04,bias,equalpi,0.529459509427399,0.0900212646383279,0.518978504182508,0.27305587041812
FUBAR2,1024,0.04,bias,unequalpi,0.523861518478698,0.112161991906403,0.546995382937826,0.305787544053591
FUBAR2,1024,0.04,nobias,equalpi,0.659068672211876,0.0459955602769392,0.317465132280332,0.102804011280118
FUBAR2,1024,0.04,nobias,unequalpi,0.638943384896161,0.0575129818142809,0.332932438548957,0.112275625637132
FUBAR2,1024,0.16,bias,equalpi,0.698583891708227,0.0303175319734988,0.306816518566334,0.0962041337488164
FUBAR2,1024,0.16,bias,unequalpi,0.697977739247814,0.0277717778509629,0.303692370307064,0.0984125344911438
FUBAR2,1024,0.16,nobias,equalpi,0.803066724250803,-0.00160501410615759,0.191131598096337,0.0368507303234576
FUBAR2,1024,0.16,nobias,unequalpi,0.812362487348905,0.00100621782981416,0.184926158468563,0.0343607872881883
FUBAR2,1024,0.64,bias,equalpi,0.876989539803392,-0.015107312172086,0.14900822553515,0.0220655083688959
FUBAR2,1024,0.64,bias,unequalpi,0.878992045712677,-0.0199131724178859,0.148687376542723,0.0218693605756
FUBAR2,1024,0.64,nobias,equalpi,0.941162066932837,-0.0805090227883803,0.122236124148156,0.00643476279549821
FUBAR2,1024,0.64,nobias,unequalpi,0.939576948976778,-0.0798034231016989,0.122691154420677,0.00630844059874593
FUBAR2,2048,0.0025,bias,equalpi,0.342877167380375,0.241911461571805,0.795711223586176,0.640088970685521
FUBAR2,2048,0.0025,bias,unequalpi,0.333476182486473,0.242820954601486,0.803820139671692,0.660584517399313
FUBAR2,2048,0.0025,nobias,equalpi,0.392828339397654,0.217329776255935,0.707694145556886,0.505214853008736
FUBAR2,2048,0.0025,nobias,unequalpi,0.381946343272207,0.205493965961446,0.706012144456115,0.537750771740364
FUBAR2,2048,0.01,bias,equalpi,0.42945629117589,0.169672483530357,0.764070919131532,0.623864903862795
FUBAR2,2048,0.01,bias,unequalpi,0.448860011989147,0.172312036407339,0.762701932724975,0.645832106459221
FUBAR2,2048,0.01,nobias,equalpi,0.571368851647571,0.0790767331791911,0.435348676333394,0.197324521412654
FUBAR2,2048,0.01,nobias,unequalpi,0.552707755344876,0.105734963066924,0.469644101766422,0.216765993433451
FUBAR2,2048,0.04,bias,equalpi,0.544463802115173,0.0796456155148831,0.499534001575686,0.2476745791257
FUBAR2,2048,0.04,bias,unequalpi,0.554527208850237,0.0894483875300443,0.487838880254044,0.239976309734288
FUBAR2,2048,0.04,nobias,equalpi,0.675940298240598,0.0236723758480158,0.297572181013852,0.0921440270600825
FUBAR2,2048,0.04,nobias,unequalpi,0.670344489688595,0.0352400795465152,0.300659578302247,0.0945433229598999
FUBAR2,2048,0.16,bias,equalpi,0.727678128936813,0.0239075099043514,0.277423185030719,0.0784303383035779
FUBAR2,2048,0.16,bias,unequalpi,0.737065065513147,0.0250934917098572,0.267898263237639,0.0728144345965012
FUBAR2,2048,0.16,nobias,equalpi,0.834121925609104,-0.00676744144287643,0.172016633781651,0.0295668624394861
FUBAR2,2048,0.16,nobias,unequalpi,0.835908866872194,-0.00394296322590677,0.168889047173202,0.0285578952590653
FUBAR2,2048,0.64,bias,equalpi,0.894755087193521,-0.0169310132205083,0.137216312227763,0.018453946424413
FUBAR2,2048,0.64,bias,unequalpi,0.891207620909719,-0.022129205861805,0.139326937769922,0.0186441668432087
FUBAR2,2048,0.64,nobias,equalpi,0.950234855083077,-0.0802050095235346,0.117594571211681,0.00538198512673635
FUBAR2,2048,0.64,nobias,unequalpi,0.946326349255678,-0.0831772599926349,0.121197459027938,0.00574371159395107
SLAC1,128,0.0025,bias,equalpi,0.221492049923414,0.100682010062227,1.47156800951851,2.52086281598922
SLAC1,128,0.0025,bias,unequalpi,0.206823797524721,0.0350340088785877,1.37694505635855,2.06787360634663
SLAC1,128,0.0025,nobias,equalpi,0.240490354269042,0.0745197666337789,1.23145233702154,1.64177406114839
SLAC1,128,0.0025,nobias,unequalpi,0.239254611269633,0.0908059707908159,1.26198790574183,1.78559194926971
SLAC1,128,0.01,bias,equalpi,0.37060232444304,0.0175655285307161,0.745087830159518,0.578942060167439
SLAC1,128,0.01,bias,unequalpi,0.339233352404037,0.0428633019230452,0.795559907428364,0.653128373292333
SLAC1,128,0.01,nobias,equalpi,0.40467508417767,0.0342175019311812,0.65452875407874,0.441730027554317
SLAC1,128,0.01,nobias,unequalpi,0.391043763710003,0.0612758406613308,0.685366850129173,0.47466650084728
SLAC1,128,0.04,bias,equalpi,0.531325381733058,-0.0164017911006293,0.460151293922031,0.214233482366064
SLAC1,128,0.04,bias,unequalpi,0.503724766597178,0.00755580835894113,0.473461844983285,0.226745654394274
SLAC1,128,0.04,nobias,equalpi,0.58553403194911,0.0127511533501528,0.404429593479811,0.163728385570533
SLAC1,128,0.04,nobias,unequalpi,0.556025914179218,0.0417477880459011,0.425413765754882,0.181872197604374
SLAC1,128,0.16,bias,equalpi,0.683642773200282,-0.019865273198235,0.293384524679419,0.0864285615988434
SLAC1,128,0.16,bias,unequalpi,0.677964295207878,0.0103000714865586,0.297282976900208,0.0890835592019696
SLAC1,128,0.16,nobias,equalpi,0.746147050541164,-0.00572557069276497,0.242639715704357,0.0592668212450462
SLAC1,128,0.16,nobias,unequalpi,0.73239921584865,0.0292836871194951,0.260973575511218,0.0672313776655465
SLAC1,128,0.64,bias,equalpi,0.847481335917482,-0.000456839550088491,0.173184517163945,0.0299742392189
SLAC1,128,0.64,bias,unequalpi,0.846055179649099,0.0251918083979371,0.177865477746417,0.0309089255829459
SLAC1,128,0.64,nobias,equalpi,0.894178416785095,-0.00403145232335549,0.13173024882137,0.0174936960882903
SLAC1,128,0.64,nobias,unequalpi,0.886948801562651,0.0154323372773138,0.137128299117059,0.0186152826522139
SLAC1,256,0.0025,bias,equalpi,0.261698257737255,0.00369370786273219,0.950808059407218,0.945408097544265
SLAC1,256,0.0025,bias,unequalpi,0.272747370071167,0.0526641564202923,1.01539379075272,1.07008693427809
SLAC1,256,0.0025,nobias,equalpi,0.31794408465866,0.0440513760689947,0.874434486418786,0.800028636302028
SLAC1,256,0.0025,nobias,unequalpi,0.304476748683125,0.10721637242822,0.988205599478672,1.03830023897152
SLAC1,256,0.01,bias,equalpi,0.429342806796707,0.000567379097462919,0.615500081869128,0.385783347084303
SLAC1,256,0.01,bias,unequalpi,0.427995970388933,0.0621135353468469,0.655176145650462,0.436054840270604
SLAC1,256,0.01,nobias,equalpi,0.47807438412129,0.0106401496340016,0.519205963643666,0.275347206780873
SLAC1,256,0.01,nobias,unequalpi,0.467776377386203,0.0192852406353507,0.515214094820232,0.267716474395365
SLAC1,256,0.04,bias,equalpi,0.574142093350939,-0.0132991884329457,0.402196387452635,0.164930244516226
SLAC1,256,0.04,bias,unequalpi,0.554484196575589,0.0186545082222014,0.418317499595451,0.177880690896632
SLAC1,256,0.04,nobias,equalpi,0.637011558010184,-0.00345312597059797,0.335998582677713,0.114627795422704
SLAC1,256,0.04,nobias,unequalpi,0.614554426715817,0.022004059678419,0.356174572778389,0.127751653049668
SLAC1,256,0.16,bias,equalpi,0.722887009430695,-0.0216938113860567,0.263561884405096,0.0691660080541196
SLAC1,256,0.16,bias,unequalpi,0.720263725546117,0.00998086046438068,0.263454887561145,0.0699965473070746
SLAC1,256,0.16,nobias,equalpi,0.78033567986435,-0.0107533342655095,0.212044347030093,0.0449699829678974
SLAC1,256,0.16,nobias,unequalpi,0.773571745074963,0.0279406606863155,0.226605028826441,0.0509062922422657
SLAC1,256,0.64,bias,equalpi,0.872527433492743,-0.000599501016057433,0.154484168768271,0.0237489010006716
SLAC1,256,0.64,bias,unequalpi,0.864419272892136,0.0240333341758656,0.161312808028239,0.0253049138419025
SLAC1,256,0.64,nobias,equalpi,0.919371252928201,-0.00422249568173489,0.111734970667041,0.0125207469227495
SLAC1,256,0.64,nobias,unequalpi,0.910657849889838,0.016208040948519,0.119259819937969,0.0139066373789459
SLAC1,512,0.0025,bias,equalpi,0.364809770329824,0.0100660700908753,0.75233508322887,0.589369649686499
SLAC1,512,0.0025,bias,unequalpi,0.356354325096798,0.0323221509557721,0.785067643004699,0.627656760276296
SLAC1,512,0.0025,nobias,equalpi,0.413779964159676,0.0213235354230728,0.63676090449683,0.417997913499985
SLAC1,512,0.0025,nobias,unequalpi,0.39026239140841,0.0601395670625981,0.690395007301559,0.485532043345923
SLAC1,512,0.01,bias,equalpi,0.485859608731707,0.000105593224961964,0.509546131470992,0.265483664196981
SLAC1,512,0.01,bias,unequalpi,0.471442353125259,0.0352207602409075,0.545210700418712,0.301627171443564
SLAC1,512,0.01,nobias,equalpi,0.539872111176152,0.00462104265393018,0.425936580346318,0.184021577746983
SLAC1,512,0.01,nobias,unequalpi,0.529416965357172,0.071526112237692,0.491360251266033,0.240855553893932
SLAC1,512,0.04,bias,equalpi,0.594523839288214,-0.0197051139749895,0.367240663935229,0.135805148897458
SLAC1,512,0.04,bias,unequalpi,0.598084575396561,0.0155642177946297,0.382330669499514,0.148580155409859
SLAC1,512,0.04,nobias,equalpi,0.658246164408624,0.00629044653462887,0.313815492111315,0.0996656958448721
SLAC1,512,0.04,nobias,unequalpi,0.655194983259615,0.0270969567758154,0.322685982489649,0.103759804773551
SLAC1,512,0.16,bias,equalpi,0.756249988058423,-0.0201459849711131,0.236151704931807,0.0557923264261489
SLAC1,512,0.16,bias,unequalpi,0.757067665197075,0.00466472556483275,0.237471967155257,0.0570506838656661
SLAC1,512,0.16,nobias,equalpi,0.811503572603311,-0.0071652756527192,0.191862505349822,0.0371301600378315
SLAC1,512,0.16,nobias,unequalpi,0.802624135232068,0.0244802910112049,0.203690304312168,0.0411686905467887
SLAC1,512,0.64,bias,equalpi,0.889755809637921,0.00159142731895194,0.140902115130373,0.019889976784062
SLAC1,512,0.64,bias,unequalpi,0.891010360070256,0.0272579176263615,0.145106401682093,0.0205102772996235
SLAC1,512,0.64,nobias,equalpi,0.935875069158934,-0.00539420678935111,0.0980720346934164,0.0095971494786422
SLAC1,512,0.64,nobias,unequalpi,0.928990467629936,0.0168301955316585,0.105938320868405,0.0109235628916956
SLAC1,1024,0.0025,bias,equalpi,0.417125124557532,-0.014617772693527,0.599558570793288,0.36810938171318
SLAC1,1024,0.0025,bias,unequalpi,0.425254328069384,0.0381310111242684,0.640930275877403,0.423295961146213
SLAC1,1024,0.0025,nobias,equalpi,0.473080568768854,0.0263075291566599,0.548288678462124,0.311057088479525
SLAC1,1024,0.0025,nobias,unequalpi,0.443693372439466,0.0380789954231501,0.560098174039674,0.318456047075628
SLAC1,1024,0.01,bias,equalpi,0.524692659825424,-0.0126909933814295,0.460739715037585,0.218590167729791
SLAC1,1024,0.01,bias,unequalpi,0.515898821734797,0.0189737663548658,0.476652860827891,0.233507682728421
SLAC1,1024,0.01,nobias,equalpi,0.570257952510117,-0.00212792953156228,0.383959934314465,0.150757811317386
SLAC1,1024,0.01,nobias,unequalpi,0.561505903444827,0.0467806550182595,0.425880331985072,0.18340843901753
SLAC1,1024,0.04,bias,equalpi,0.61441131503849,-0.0191440695356537,0.352098603457529,0.125310559785652
SLAC1,1024,0.04,bias,unequalpi,0.615492375720731,0.0143930400287027,0.350451173271415,0.124003001716345
SLAC1,1024,0.04,nobias,equalpi,0.697008957031587,-0.00186322788921805,0.277610185078666,0.0781711130383724
SLAC1,1024,0.04,nobias,unequalpi,0.674379190857479,0.0302469725013335,0.305145493087008,0.0937255490950198
SLAC1,1024,0.16,bias,equalpi,0.777002293388016,-0.021912785463969,0.220542592804254,0.0481054741135615
SLAC1,1024,0.16,bias,unequalpi,0.775775328147342,0.00868582744188866,0.224822569350389,0.0508475265693329
SLAC1,1024,0.16,nobias,equalpi,0.829634433602118,-0.0117032402678226,0.178067490263188,0.0318373481497432
SLAC1,1024,0.16,nobias,unequalpi,0.827815207986095,0.0183180639539432,0.184969917547944,0.0339701091183148
SLAC1,1024,0.64,bias,equalpi,0.901926657947986,-0.000130587159811565,0.13110405492986,0.0172329726904504
SLAC1,1024,0.64,bias,unequalpi,0.904236614025085,0.0280431179023926,0.13519119418416,0.017620648800715
SLAC1,1024,0.64,nobias,equalpi,0.947077201790844,-0.00658659611310197,0.0882851086720269,0.00773298864017751
SLAC1,1024,0.64,nobias,unequalpi,0.938655862774535,0.0168598901092931,0.0964270525979219,0.00897870706354119
SLAC1,2048,0.0025,bias,equalpi,0.463374790394398,0.000410445105951445,0.535742662422538,0.298105759976664
SLAC1,2048,0.0025,bias,unequalpi,0.455599037147535,0.0419492629268842,0.57289886959587,0.339416228342777
SLAC1,2048,0.0025,nobias,equalpi,0.529466477809698,0.013685483539037,0.445775114961654,0.202257497630214
SLAC1,2048,0.0025,nobias,unequalpi,0.522423366352296,0.0397250730079403,0.468794742938907,0.225134859752646
SLAC1,2048,0.01,bias,equalpi,0.550642787028053,-0.0202784132798965,0.413205917142345,0.174896834056132
SLAC1,2048,0.01,bias,unequalpi,0.541546226645644,0.0308941414150891,0.459153504625213,0.217661811243557
SLAC1,2048,0.01,nobias,equalpi,0.612598457612716,-0.00781962417639057,0.349721577266874,0.125572658200445
SLAC1,2048,0.01,nobias,unequalpi,0.597526118963234,0.0395627799086247,0.387948227112427,0.151585060218107
SLAC1,2048,0.04,bias,equalpi,0.632320649348755,-0.0244598777749903,0.33263479876337,0.111600382230726
SLAC1,2048,0.04,bias,unequalpi,0.634369228527478,0.0206507879078072,0.345072100110738,0.121002724742618
SLAC1,2048,0.04,nobias,equalpi,0.709417183656352,-0.00541269414012809,0.269137055507432,0.0734643818942063
SLAC1,2048,0.04,nobias,unequalpi,0.696014961366295,0.0317651004469697,0.289249880479496,0.0839394270719628
SLAC1,2048,0.16,bias,equalpi,0.795507142628893,-0.0179424085183093,0.209136492829267,0.0433850873729095
SLAC1,2048,0.16,bias,unequalpi,0.798221342441545,0.011699070428276,0.209440032748994,0.0438889335894302
SLAC1,2048,0.16,nobias,equalpi,0.851402632629196,-0.00800705349732055,0.16480703341167,0.0273383922988994
SLAC1,2048,0.16,nobias,unequalpi,0.847655504835066,0.0192968121510715,0.171457070978014,0.0292444704152369
SLAC1,2048,0.64,bias,equalpi,0.913903056146843,0.00132752160389659,0.122963043833285,0.0151986348048809
SLAC1,2048,0.64,bias,unequalpi,0.909115013472501,0.0270033914264224,0.129438329513046,0.0160681155408906
SLAC1,2048,0.64,nobias,equalpi,0.957650360458731,-0.00531996904826085,0.0787075740337695,0.00614968230629598
SLAC1,2048,0.64,nobias,unequalpi,0.947888807400953,0.016045801242904,0.0896452748047821,0.00775901237623945
SLAC2,128,0.0025,bias,equalpi,0.254794486312091,-0.429734810253722,0.519780457067508,0.0372157854903115
SLAC2,128,0.0025,bias,unequalpi,0.228417570405873,-0.424609232461485,0.532701045523123,0.0657495221778751
SLAC2,128,0.0025,nobias,equalpi,0.183190000068436,-0.382647957522137,0.484677866257553,0.0469080520559666
SLAC2,128,0.0025,nobias,unequalpi,0.301469232815744,-0.389643022706631,0.483927444992954,0.0415786829835398
SLAC2,128,0.01,bias,equalpi,0.382271305823855,-0.227671011603828,0.50128614412939,0.196682513534473
SLAC2,128,0.01,bias,unequalpi,0.343546731035029,-0.213871636770936,0.53742786341952,0.240217240424089
SLAC2,128,0.01,nobias,equalpi,0.402174191397743,-0.156003047654181,0.489110326663589,0.217628780573166
SLAC2,128,0.01,nobias,unequalpi,0.358576126673781,-0.163920291348477,0.496516671020115,0.217728954882841
SLAC2,128,0.04,bias,equalpi,0.434790735131338,0.0766159826225136,0.746976444857465,0.587767965004701
SLAC2,128,0.04,bias,unequalpi,0.416088104465817,0.116914727529411,0.765694230326991,0.608963731732799
