site,dataset,rep,biastype,dn,ds
89,camelid,19,nobias,0.131135783038,0.0419372005643,empirical
90,camelid,19,nobias,0.0263676279306,0.213474298077,empirical
91,camelid,19,nobias,0.372139265079,0.147025622426,empirical
92,camelid,19,nobias,0.154389138188,0.0717657703296,empirical
93,camelid,19,nobias,0.111169539568,0.140914966993,empirical
94,camelid,19,nobias,0.141041292958,0.288786323405,empirical
95,camelid,19,nobias,0.028759971392,0.0,empirical
96,camelid,19,nobias,0.0940606066269,0.121051339045,empirical
97,camelid,19,nobias,0.193776378936,0.114381772811,empirical
98,camelid,19,nobias,0.162866933907,0.0651305659927,empirical
99,camelid,19,nobias,0.0480794708365,0.166367379028,empirical
100,camelid,19,nobias,0.0897169682762,0.145351383525,empirical
1,h3,19,bias,0.0,0.0389075218361,empirical
2,h3,19,bias,0.00058271321377,0.0292078201875,empirical
3,h3,19,bias,0.000242653965916,0.00513521847565,empirical
4,h3,19,bias,0.000908565969453,0.130051356284,empirical
5,h3,19,bias,0.0,0.00195832014409,empirical
6,h3,19,bias,0.0,0.000952288416675,empirical
7,h3,19,bias,0.0,0.0181423993386,empirical
8,h3,19,bias,0.0,0.00055772012787,empirical
9,h3,19,bias,0.0,0.0,empirical
10,h3,19,bias,0.000360858756523,0.0115005758632,empirical
11,h3,19,bias,0.000242546842523,0.00603520728534,empirical
12,h3,19,bias,0.0,0.0,empirical
13,h3,19,bias,0.0,0.0,empirical
14,h3,19,bias,0.00386592416524,0.0,empirical
15,h3,19,bias,0.0013955859767,0.00760537753084,empirical
16,h3,19,bias,0.000674465441076,0.0,empirical
17,h3,19,bias,0.0,0.0,empirical
18,h3,19,bias,0.0,0.0,empirical
19,h3,19,bias,0.0,0.0,empirical
20,h3,19,bias,0.0,0.00055772012787,empirical
21,h3,19,bias,0.0,0.033396269134,empirical
22,h3,19,bias,0.0,0.0076114324142,empirical
23,h3,19,bias,0.0,0.908593916808,empirical
24,h3,19,bias,0.0016064968271,0.0108558911227,empirical
25,h3,19,bias,0.0,0.0,empirical
26,h3,19,bias,0.00184428501936,0.00630942651959,empirical
27,h3,19,bias,0.00135985066116,0.00290258611439,empirical
28,h3,19,bias,0.0,0.00277269674478,empirical
29,h3,19,bias,0.0,0.000548576855128,empirical
30,h3,19,bias,0.00144683734528,0.0,empirical
31,h3,19,bias,0.0,0.00360596758119,empirical
32,h3,19,bias,0.0,0.0,empirical
33,h3,19,bias,0.0,0.108523950623,empirical
34,h3,19,bias,0.000242617832094,0.0254221080002,empirical
35,h3,19,bias,0.000409883855982,0.00630963555789,empirical
36,h3,19,bias,0.0,0.00717806404442,empirical
37,h3,19,bias,0.00192351156016,0.00630768094228,empirical
38,h3,19,bias,0.00675259907345,0.644299919842,empirical
39,h3,19,bias,0.00504389369155,0.0,empirical
40,h3,19,bias,0.0,0.0,empirical
41,h3,19,bias,0.085896390222,0.0109190376363,empirical
42,h3,19,bias,0.0094267269224,0.00594999785095,empirical
43,h3,19,bias,0.0,0.00290259771797,empirical
44,h3,19,bias,0.000606627030526,0.0115002417004,empirical
45,h3,19,bias,0.0,0.0,empirical
46,h3,19,bias,0.0,NA,empirical
47,h3,19,bias,0.0102517634654,0.0153754312796,empirical
48,h3,19,bias,0.000478253116396,0.0023460432099,empirical
49,h3,19,bias,0.000242611166677,0.0099249277449,empirical
50,h3,19,bias,0.0,0.0162761432294,empirical
51,h3,19,bias,0.0699800706845,0.00565237456365,empirical
52,h3,19,bias,0.000438677593938,0.00630784441842,empirical
53,h3,19,bias,0.00115947920338,0.00493685589639,empirical
54,h3,19,bias,0.0,0.0162761432294,empirical
55,h3,19,bias,0.000426746991645,0.000874048916697,empirical
56,h3,19,bias,0.00152280346149,0.0118361144465,empirical
57,h3,19,bias,0.00559141501535,0.0108520911705,empirical
58,h3,19,bias,0.000242661092644,0.00232685976703,empirical
59,h3,19,bias,0.00472926516988,0.167425871596,empirical
60,h3,19,bias,0.00103940864237,0.0,empirical
61,h3,19,bias,0.000907822805119,0.00390858951608,empirical
62,h3,19,bias,0.000656519015727,0.00394567056062,empirical
63,h3,19,bias,0.0,0.0,empirical
64,h3,19,bias,0.0130652110262,0.0,empirical
65,h3,19,bias,0.00578310512576,0.00630864457547,empirical
66,h3,19,bias,0.000360858756523,0.0115005758632,empirical
67,h3,19,bias,0.000301359028489,0.0,empirical
68,h3,19,bias,0.00382430572207,0.0474402189576,empirical
69,h3,19,bias,0.0138796680433,0.0103446749701,empirical
70,h3,19,bias,0.00122774054291,0.121355161375,empirical
71,h3,19,bias,0.0,0.012893600944,empirical
72,h3,19,bias,0.00434280129778,0.0,empirical
73,h3,19,bias,0.0413947542487,0.00529344665852,empirical
74,h3,19,bias,0.0133336554613,0.0,empirical
75,h3,19,bias,0.00403201348837,0.0053424543907,empirical
76,h3,19,bias,0.000301340647476,0.00534364171653,empirical
77,h3,19,bias,0.0,0.0162761432294,empirical
78,h3,19,bias,0.00160550155515,0.0611988286586,empirical
79,h3,19,bias,0.0201672730245,0.000968589067647,empirical
80,h3,19,bias,0.0119472409299,0.0,empirical
81,h3,19,bias,0.00128774365792,0.0,empirical
82,h3,19,bias,0.0053959777099,0.00628692184104,empirical
83,h3,19,bias,0.0494899308115,0.00807783378931,empirical
84,h3,19,bias,0.000809667662475,0.00356580169175,empirical
85,h3,19,bias,0.0027320902979,0.0,empirical
86,h3,19,bias,0.000301349839174,0.00630984454204,empirical
87,h3,19,bias,0.000886674278948,0.00566872615027,empirical
88,h3,19,bias,0.0,NA,empirical
89,h3,19,bias,0.0014849501149,0.0,empirical
90,h3,19,bias,0.00585491177938,0.0,empirical
91,h3,19,bias,0.00541850696186,0.0371037835293,empirical
92,h3,19,bias,0.0041667374395,0.0,empirical
93,h3,19,bias,0.00230608816039,0.0162742698456,empirical
94,h3,19,bias,0.201101843787,0.0,empirical
95,h3,19,bias,0.00531622733941,0.0,empirical
96,h3,19,bias,0.0510365129927,0.00286859499456,empirical
97,h3,19,bias,0.00273087015521,0.0,empirical
98,h3,19,bias,0.00238085238911,0.0,empirical
99,h3,19,bias,0.00511324194424,0.0214782948927,empirical
100,h3,19,bias,0.0635890755061,0.00159617873091,empirical
1,h3,19,nobias,0.0,0.0164339127384,empirical
2,h3,19,nobias,0.00038695046783,0.0103497078105,empirical
3,h3,19,nobias,0.000712443797863,0.0196233839935,empirical
4,h3,19,nobias,0.00108907700792,0.0,empirical
5,h3,19,nobias,0.0,0.00819231240822,empirical
6,h3,19,nobias,0.0,0.0,empirical
7,h3,19,nobias,0.0,0.0115033131183,empirical
8,h3,19,nobias,0.0,0.00713104209973,empirical
9,h3,19,nobias,0.0,0.0,empirical
10,h3,19,nobias,0.000935270508015,0.0,empirical
11,h3,19,nobias,0.00077831124319,0.0103483731086,empirical
12,h3,19,nobias,0.00202949423952,0.00594938248486,empirical
13,h3,19,nobias,0.0,0.00252399927585,empirical
14,h3,19,nobias,0.00120916535023,0.0236990119744,empirical
15,h3,19,nobias,0.0,0.000475992502746,empirical
16,h3,19,nobias,0.0,0.020776462555,empirical
17,h3,19,nobias,0.00247277656004,0.0261287535129,empirical
18,h3,19,nobias,0.000242632574632,0.00729615726648,empirical
19,h3,19,nobias,0.0,0.0,empirical
20,h3,19,nobias,0.0,0.0115033131183,empirical
21,h3,19,nobias,0.0121860830833,0.00360910889021,empirical
22,h3,19,nobias,0.000254149180724,0.0,empirical
23,h3,19,nobias,0.0,0.00631005347208,empirical
24,h3,19,nobias,0.00222817199073,0.00290357050715,empirical
25,h3,19,nobias,0.0,0.0,empirical
26,h3,19,nobias,0.0,0.022619526521,empirical
27,h3,19,nobias,0.0,0.00631005347208,empirical
28,h3,19,nobias,0.00181755627003,0.0063080445,empirical
29,h3,19,nobias,0.0,0.0,empirical
30,h3,19,nobias,0.0,0.00595100112288,empirical
31,h3,19,nobias,0.0,0.0371040828569,empirical
32,h3,19,nobias,0.0159234014138,0.0,empirical
33,h3,19,nobias,0.0,0.0115033131183,empirical
34,h3,19,nobias,0.000223207006156,0.0,empirical
35,h3,19,nobias,0.00237931646049,0.0,empirical
36,h3,19,nobias,0.0,0.00631005347208,empirical
37,h3,19,nobias,0.00182775688643,0.00290169862964,empirical
38,h3,19,nobias,0.0,0.0,empirical
39,h3,19,nobias,0.00173076301595,0.0,empirical
40,h3,19,nobias,0.0,0.0,empirical
41,h3,19,nobias,0.0,0.0,empirical
42,h3,19,nobias,0.00256757606816,0.173171502517,empirical
43,h3,19,nobias,0.00135159089535,0.0,empirical
44,h3,19,nobias,0.0021273832914,0.0114953526781,empirical
45,h3,19,nobias,0.0014845564165,0.0370952207948,empirical
46,h3,19,nobias,0.00389739660781,0.00390669791175,empirical
47,h3,19,nobias,0.00388764857915,0.0,empirical
48,h3,19,nobias,0.00263984481618,0.0162685653816,empirical
49,h3,19,nobias,0.000398502920346,0.0,empirical
50,h3,19,nobias,0.00497445203199,0.0056594817989,empirical
51,h3,19,nobias,0.00170083030571,0.0115002417004,empirical
52,h3,19,nobias,0.0334399189109,0.00467281833227,empirical
53,h3,19,nobias,0.00207397874599,0.02076574202,empirical
54,h3,19,nobias,0.000297649005366,0.0,empirical
55,h3,19,nobias,0.00728064760786,0.0,empirical
56,h3,19,nobias,0.00685716408676,0.0157519981628,empirical
57,h3,19,nobias,0.00178367804819,0.0,empirical
58,h3,19,nobias,0.00926059675457,0.00630550794511,empirical
59,h3,19,nobias,0.0786847871663,0.0225756737645,empirical
60,h3,19,nobias,0.00192173021777,0.00307935549355,empirical
61,h3,19,nobias,0.0103369084456,0.0162641074768,empirical
62,h3,19,nobias,0.0,0.00930237659585,empirical
63,h3,19,nobias,0.00430439409681,0.00277135447217,empirical
64,h3,19,nobias,0.0234816670661,0.00571956712524,empirical
65,h3,19,nobias,0.00823649919624,0.00289899463944,empirical
66,h3,19,nobias,0.0460484766194,0.0,empirical
67,h3,19,nobias,0.0,0.0,empirical
68,h3,19,nobias,0.137539290957,0.00219731594044,empirical
69,h3,19,nobias,0.0263998061249,0.0,empirical
70,h3,19,nobias,0.0395014478215,0.00493865670077,empirical
71,h3,19,nobias,0.0038606279137,0.00173240444352,empirical
72,h3,19,nobias,0.00846859981979,0.0,empirical
73,h3,19,nobias,0.0097348621655,0.0,empirical
74,h3,19,nobias,0.0019833260064,0.00806769748032,empirical
75,h3,19,nobias,0.0274163696243,0.0043095305337,empirical
76,h3,19,nobias,0.000321227200947,0.985027205776,empirical
77,h3,19,nobias,0.00326231124664,0.00436970500889,empirical
78,h3,19,nobias,0.00357964225708,0.00457108069324,empirical
79,h3,19,nobias,0.000301359028489,0.0,empirical
80,h3,19,nobias,0.0,0.0118382726359,empirical
81,h3,19,nobias,0.0033412726461,0.00595061027554,empirical
82,h3,19,nobias,0.00124418657905,0.0162698941855,empirical
83,h3,19,nobias,0.000223172796481,0.0250734489273,empirical
84,h3,19,nobias,0.00560532563664,0.000900754816725,empirical
85,h3,19,nobias,0.00465077477058,0.0250703364796,empirical
86,h3,19,nobias,0.0186101098569,0.016275409381,empirical
87,h3,19,nobias,0.0082504535453,0.0408211923208,empirical
88,h3,19,nobias,0.011581170696,0.00290095053815,empirical
89,h3,19,nobias,0.000301359028489,0.0,empirical
90,h3,19,nobias,0.0,0.00565981558805,empirical
91,h3,19,nobias,0.0158620005349,0.00594531624622,empirical
92,h3,19,nobias,0.000457656842362,0.0156285737859,empirical
93,h3,19,nobias,0.00895785349857,0.00806483974371,empirical
94,h3,19,nobias,0.00223819458524,0.0108548673141,empirical
95,h3,19,nobias,0.00328755607239,0.0,empirical
96,h3,19,nobias,0.00602031034954,0.00566366673331,empirical
97,h3,19,nobias,0.00586052159242,0.00760973554949,empirical
98,h3,19,nobias,0.00334138176986,0.00594997877705,empirical
99,h3,19,nobias,0.00208388936262,0.00360562333156,empirical
100,h3,19,nobias,0.00048094228157,0.00308046459155,empirical
1,hivrt,19,bias,0.0,0.0,empirical
2,hivrt,19,bias,0.0,0.0677568640529,empirical
3,hivrt,19,bias,0.00301756238928,0.0301131862929,empirical
4,hivrt,19,bias,0.0,0.0,empirical
5,hivrt,19,bias,0.0,0.0,empirical
6,hivrt,19,bias,0.0,0.0384131592415,empirical
7,hivrt,19,bias,0.0,0.183246322682,empirical
8,hivrt,19,bias,0.0,0.100077276846,empirical
9,hivrt,19,bias,0.00568480385174,0.0546923377351,empirical
10,hivrt,19,bias,0.0,0.0,empirical
11,hivrt,19,bias,0.0,0.0785231385676,empirical
12,hivrt,19,bias,0.0,0.0785231385676,empirical
13,hivrt,19,bias,0.0,0.0,empirical
14,hivrt,19,bias,0.00784197609956,0.0435510620397,empirical
15,hivrt,19,bias,0.0168900971886,0.188782587876,empirical
16,hivrt,19,bias,0.0,0.0,empirical
17,hivrt,19,bias,0.0249428108122,0.0534576209425,empirical
18,hivrt,19,bias,0.00675705787669,0.559479850504,empirical
19,hivrt,19,bias,0.0,0.0,empirical
20,hivrt,19,bias,0.00163186939372,0.0810389961489,empirical
21,hivrt,19,bias,0.0376028161161,0.0257802113893,empirical
22,hivrt,19,bias,0.0,0.13825329131,empirical
23,hivrt,19,bias,0.0,0.0,empirical
24,hivrt,19,bias,0.0,0.0,empirical
25,hivrt,19,bias,0.0777288675953,0.0704135318995,empirical
26,hivrt,19,bias,0.0,0.088165190124,empirical
27,hivrt,19,bias,0.0,0.0298509717751,empirical
28,hivrt,19,bias,0.0359203167073,0.0773567491298,empirical
29,hivrt,19,bias,0.0312656690263,0.0478856064708,empirical
30,hivrt,19,bias,0.0,0.0384131592415,empirical
31,hivrt,19,bias,0.00522089941022,0.0,empirical
32,hivrt,19,bias,0.00483426707523,0.0,empirical
33,hivrt,19,bias,0.0,0.0384131592415,empirical
34,hivrt,19,bias,0.0,0.0731587324888,empirical
35,hivrt,19,bias,0.0313403840136,0.0,empirical
36,hivrt,19,bias,0.0,0.0384131592415,empirical
37,hivrt,19,bias,0.0254785095049,0.134919567355,empirical
38,hivrt,19,bias,0.0290824725306,0.0,empirical
39,hivrt,19,bias,0.0664537581111,0.431950722988,empirical
40,hivrt,19,bias,0.00384313147142,0.435921725485,empirical
41,hivrt,19,bias,0.0453832128011,0.0,empirical
42,hivrt,19,bias,0.0,0.0,empirical
43,hivrt,19,bias,0.0,0.0145002193833,empirical
44,hivrt,19,bias,0.0360489945232,0.0,empirical
45,hivrt,19,bias,0.0,0.0456598653721,empirical
46,hivrt,19,bias,0.0178715095003,0.5197522352,empirical
47,hivrt,19,bias,0.114266188616,0.0418457064968,empirical
48,hivrt,19,bias,0.0519037124284,0.0,empirical
49,hivrt,19,bias,0.0453568376798,0.151890142643,empirical
50,hivrt,19,bias,0.0390047915237,0.0,empirical
51,hivrt,19,bias,0.0,0.0,empirical
52,hivrt,19,bias,0.0,0.00348715449188,empirical
53,hivrt,19,bias,0.00834543956717,0.0,empirical
54,hivrt,19,bias,0.00480988287695,0.0535776740883,empirical
55,hivrt,19,bias,0.0308067676941,0.038069387287,empirical
56,hivrt,19,bias,0.0919740285856,0.43940119262,empirical
57,hivrt,19,bias,0.0,0.0785231385676,empirical
58,hivrt,19,bias,0.146353910579,0.0376424664903,empirical
59,hivrt,19,bias,0.00434800043607,0.134283880953,empirical
60,hivrt,19,bias,0.0351529344625,0.0447396527351,empirical
61,hivrt,19,bias,0.0406905310477,0.0934614507738,empirical
62,hivrt,19,bias,0.142700439342,0.138852117815,empirical
63,hivrt,19,bias,0.0668138842449,0.0,empirical
64,hivrt,19,bias,0.0,0.0,empirical
65,hivrt,19,bias,0.0183650604771,0.11176129701,empirical
66,hivrt,19,bias,0.0315413106926,0.0741180362503,empirical
67,hivrt,19,bias,0.0478809328331,0.0668020225088,empirical
68,hivrt,19,bias,0.00485287481481,0.134264592834,empirical
69,hivrt,19,bias,0.0232554920405,0.0542935442939,empirical
70,hivrt,19,bias,0.139900204187,0.212981250308,empirical
71,hivrt,19,bias,0.00791003555719,0.133603630323,empirical
72,hivrt,19,bias,0.00350302565218,0.0214804443973,empirical
73,hivrt,19,bias,0.0497034954372,0.443549284069,empirical
74,hivrt,19,bias,0.173948671425,0.0720021759236,empirical
75,hivrt,19,bias,0.175463701076,0.0,empirical
76,hivrt,19,bias,0.163542792534,0.042031986537,empirical
77,hivrt,19,bias,0.00833579687096,0.0783576082035,empirical
78,hivrt,19,bias,0.0121364776992,0.0784405863395,empirical
79,hivrt,19,bias,0.0500347962968,0.0,empirical
80,hivrt,19,bias,0.0596165126629,0.0406588344893,empirical
81,hivrt,19,bias,0.0239730161764,0.0406701058188,empirical
82,hivrt,19,bias,0.0162528423935,0.340008894454,empirical
83,hivrt,19,bias,0.00196883794272,0.0,empirical
84,hivrt,19,bias,0.187089344059,0.0253073182338,empirical
85,hivrt,19,bias,0.00487336580718,0.117534034395,empirical
86,hivrt,19,bias,0.0233058431302,0.479790216943,empirical
87,hivrt,19,bias,0.1042752117,0.145060439338,empirical
88,hivrt,19,bias,0.00246160351439,0.0,empirical
89,hivrt,19,bias,0.00482777203144,0.0,empirical
90,hivrt,19,bias,0.0385863508242,0.150583314206,empirical
91,hivrt,19,bias,0.0549596598236,0.0783159580375,empirical
92,hivrt,19,bias,0.0380122849463,0.134562451569,empirical
93,hivrt,19,bias,0.0430248585513,0.0547501497261,empirical
94,hivrt,19,bias,0.0210588801423,0.0,empirical
95,hivrt,19,bias,0.0188200452313,0.0,empirical
96,hivrt,19,bias,0.0461192648,0.0423462219604,empirical
97,hivrt,19,bias,0.0127843461665,0.00984269359727,empirical
98,hivrt,19,bias,0.0123366259839,0.0,empirical
99,hivrt,19,bias,0.0119659161897,0.0,empirical
100,hivrt,19,bias,0.0229047006888,0.127974046255,empirical
1,hivrt,19,nobias,0.0,0.128268655103,empirical
2,hivrt,19,nobias,0.00321905810192,0.04371526453,empirical
3,hivrt,19,nobias,0.0,0.0616623554122,empirical
4,hivrt,19,nobias,0.0,0.0785231385676,empirical
5,hivrt,19,nobias,0.0148986802461,0.010537499451,empirical
6,hivrt,19,nobias,0.00393525089928,0.0,empirical
7,hivrt,19,nobias,0.0,0.0,empirical
8,hivrt,19,nobias,0.0,0.0456598653721,empirical
9,hivrt,19,nobias,0.0,0.181257684208,empirical
10,hivrt,19,nobias,0.0,0.126541893992,empirical
11,hivrt,19,nobias,0.0,0.0,empirical
12,hivrt,19,nobias,0.0,0.0677568640529,empirical
13,hivrt,19,nobias,0.00620886598271,0.0939825151128,empirical
14,hivrt,19,nobias,0.0265818515328,0.17368720999,empirical
15,hivrt,19,nobias,0.0,0.0384131592415,empirical
16,hivrt,19,nobias,0.0803560087504,0.0643969596101,empirical
17,hivrt,19,nobias,0.0184070744495,0.0,empirical
18,hivrt,19,nobias,0.060287784781,0.0727894113096,empirical
19,hivrt,19,nobias,0.0,0.0,empirical
20,hivrt,19,nobias,0.0,0.134968603195,empirical
21,hivrt,19,nobias,0.0,0.0,empirical
22,hivrt,19,nobias,0.00322807646167,0.0298648861086,empirical
23,hivrt,19,nobias,0.0,0.0937745743801,empirical
24,hivrt,19,nobias,0.0,0.0677568640529,empirical
25,hivrt,19,nobias,0.0367492316735,0.0,empirical
26,hivrt,19,nobias,0.0501584346638,0.0452189073918,empirical
27,hivrt,19,nobias,0.00113729487474,0.186356107849,empirical
28,hivrt,19,nobias,0.0499993194466,0.0488850531378,empirical
29,hivrt,19,nobias,0.00568191944063,0.080286612331,empirical
30,hivrt,19,nobias,0.0311398132531,0.0526961410306,empirical
31,hivrt,19,nobias,0.0245856845605,0.0,empirical
32,hivrt,19,nobias,0.00393341020114,0.0214804443973,empirical
33,hivrt,19,nobias,0.0,0.0785231385676,empirical
34,hivrt,19,nobias,0.0,0.0256293086477,empirical
35,hivrt,19,nobias,0.0518649571677,0.0561316876125,empirical
36,hivrt,19,nobias,0.00558774692057,0.127238014392,empirical
37,hivrt,19,nobias,0.0,0.0448234483296,empirical
38,hivrt,19,nobias,0.0,0.090225764031,empirical
39,hivrt,19,nobias,0.0,0.0677568640529,empirical
40,hivrt,19,nobias,0.0285580600273,0.151752320501,empirical
41,hivrt,19,nobias,0.00595505179187,0.0,empirical
42,hivrt,19,nobias,0.00891306415271,0.128186134687,empirical
43,hivrt,19,nobias,0.0874074479183,0.0756079440781,empirical
44,hivrt,19,nobias,0.0,0.0384131592415,empirical
45,hivrt,19,nobias,0.0211584102922,0.0422854474902,empirical
46,hivrt,19,nobias,0.0,NA,empirical
47,hivrt,19,nobias,0.0126264504503,0.0258780790198,empirical
48,hivrt,19,nobias,0.0651865189775,0.0,empirical
49,hivrt,19,nobias,0.0214584247279,0.0,empirical
50,hivrt,19,nobias,0.043438652418,0.0524781139683,empirical
51,hivrt,19,nobias,0.0,0.0829299405937,empirical
52,hivrt,19,nobias,0.0706080016585,0.0532960517271,empirical
53,hivrt,19,nobias,0.0,0.0785231385676,empirical
54,hivrt,19,nobias,0.0,0.0,empirical
55,hivrt,19,nobias,0.0143393067801,0.0,empirical
56,hivrt,19,nobias,0.0185355642109,0.0781354579962,empirical
57,hivrt,19,nobias,0.0114660326462,0.0,empirical
58,hivrt,19,nobias,0.0193691949532,0.0782670475468,empirical
59,hivrt,19,nobias,0.00435740455195,0.0,empirical
60,hivrt,19,nobias,0.0320319609219,0.0712630156315,empirical
61,hivrt,19,nobias,0.0158945332538,0.0714142952978,empirical
62,hivrt,19,nobias,0.0387471685689,0.0771905936768,empirical
63,hivrt,19,nobias,0.0420113783314,0.0542808695148,empirical
64,hivrt,19,nobias,0.0106866420313,0.378905263332,empirical
65,hivrt,19,nobias,0.0271501224081,0.0567912919263,empirical
66,hivrt,19,nobias,0.057762862124,0.0181154946896,empirical
67,hivrt,19,nobias,0.00570256815537,0.00410047442244,empirical
68,hivrt,19,nobias,0.0356664138203,0.180771729367,empirical
69,hivrt,19,nobias,0.0192109169776,0.181267038685,empirical
70,hivrt,19,nobias,0.0263248424284,0.0,empirical
71,hivrt,19,nobias,0.0,0.0785231385676,empirical
72,hivrt,19,nobias,0.0314485668187,0.0533183109112,empirical
73,hivrt,19,nobias,0.0259039018537,0.0494508827796,empirical
74,hivrt,19,nobias,0.0198683484773,0.0721628948257,empirical
75,hivrt,19,nobias,0.0302991514074,0.0606912308378,empirical
76,hivrt,19,nobias,0.0345991166541,0.379228957645,empirical
77,hivrt,19,nobias,0.0152699451578,0.0727119598928,empirical
78,hivrt,19,nobias,0.00515541795695,0.0935305539055,empirical
79,hivrt,19,nobias,0.0375235500427,0.0,empirical
80,hivrt,19,nobias,0.0932250249254,0.0,empirical
81,hivrt,19,nobias,0.0279450186536,0.0851282736371,empirical
82,hivrt,19,nobias,0.0,0.0,empirical
83,hivrt,19,nobias,0.00490817822588,0.0,empirical
84,hivrt,19,nobias,0.0492849740359,0.0,empirical
85,hivrt,19,nobias,0.0476346799845,0.0,empirical
86,hivrt,19,nobias,0.0467231075665,0.0,empirical
87,hivrt,19,nobias,0.0564647360862,0.0,empirical
88,hivrt,19,nobias,0.00507881578127,0.134644097014,empirical
89,hivrt,19,nobias,0.0,0.15576124581,empirical
90,hivrt,19,nobias,0.078479982094,0.142254281794,empirical
91,hivrt,19,nobias,0.0673265606875,0.117028335051,empirical
92,hivrt,19,nobias,0.0371796398572,0.0234361148333,empirical
93,hivrt,19,nobias,0.0406314722811,0.0743218969323,empirical
94,hivrt,19,nobias,0.0274623124636,0.0452170900593,empirical
95,hivrt,19,nobias,0.0690379697633,0.127816940955,empirical
96,hivrt,19,nobias,0.0781526114914,0.0617567884044,empirical
97,hivrt,19,nobias,0.0339763703151,0.0646519252392,empirical
98,hivrt,19,nobias,0.0536115566147,0.0,empirical
99,hivrt,19,nobias,0.119002723243,0.0127890576657,empirical
100,hivrt,19,nobias,0.0217715422235,0.263761463201,empirical
1,vertrho,19,bias,0.0,0.426388702759,empirical
2,vertrho,19,bias,0.0140786270888,0.264956559273,empirical
3,vertrho,19,bias,0.0,0.415261393839,empirical
4,vertrho,19,bias,0.0,0.0,empirical
5,vertrho,19,bias,0.0,0.262869749046,empirical
6,vertrho,19,bias,0.0,0.219620833928,empirical
7,vertrho,19,bias,0.0601969002162,0.686589616844,empirical
8,vertrho,19,bias,0.00344722947705,0.256278539562,empirical
9,vertrho,19,bias,0.0,0.266941450997,empirical
10,vertrho,19,bias,0.0,0.459933688135,empirical
11,vertrho,19,bias,0.0,0.118981339246,empirical
12,vertrho,19,bias,0.0376039124398,0.404321216331,empirical
13,vertrho,19,bias,0.0374120533418,0.792943295955,empirical
14,vertrho,19,bias,0.0225946702206,0.410586985163,empirical
15,vertrho,19,bias,0.00680136334101,0.524355126782,empirical
16,vertrho,19,bias,0.0951831049358,0.306999619832,empirical
17,vertrho,19,bias,0.134874157868,0.759790547713,empirical
18,vertrho,19,bias,0.0264943142729,0.0,empirical
19,vertrho,19,bias,0.0139838449154,0.236554132126,empirical
20,vertrho,19,bias,0.0,0.951786434298,empirical
21,vertrho,19,bias,0.0672120439814,0.281897260318,empirical
22,vertrho,19,bias,0.0307804520533,0.232879656342,empirical
23,vertrho,19,bias,0.131103114285,0.676044299894,empirical
24,vertrho,19,bias,0.0165405341068,0.42262525528,empirical
25,vertrho,19,bias,0.00574694194553,0.245901723182,empirical
26,vertrho,19,bias,0.0,0.426388702759,empirical
27,vertrho,19,bias,0.0,0.266941450997,empirical
28,vertrho,19,bias,0.234430202854,0.0926385517381,empirical
29,vertrho,19,bias,0.0,0.0653741524356,empirical
30,vertrho,19,bias,0.170967600636,0.0,empirical
31,vertrho,19,bias,0.0186179269911,0.250021300799,empirical
32,vertrho,19,bias,0.0510806526474,0.647046512767,empirical
33,vertrho,19,bias,0.0,0.266941450997,empirical
34,vertrho,19,bias,0.0302509377496,0.409459410678,empirical
35,vertrho,19,bias,0.0766510552889,0.904115208142,empirical
36,vertrho,19,bias,0.251351720561,0.164108202382,empirical
37,vertrho,19,bias,0.0985442949319,0.429584682867,empirical
38,vertrho,19,bias,0.0,0.916790174111,empirical
39,vertrho,19,bias,0.12588949001,0.201925188828,empirical
40,vertrho,19,bias,0.0,0.138883142258,empirical
41,vertrho,19,bias,0.22047913705,0.310711380224,empirical
42,vertrho,19,bias,0.0486955886771,0.0,empirical
43,vertrho,19,bias,0.220643532854,0.159934980141,empirical
44,vertrho,19,bias,0.0431564083354,0.0,empirical
45,vertrho,19,bias,0.327307018336,0.186567841907,empirical
46,vertrho,19,bias,0.316263602455,0.276160047885,empirical
47,vertrho,19,bias,0.147856721088,0.634026450715,empirical
48,vertrho,19,bias,0.0877777758003,0.750168473989,empirical
49,vertrho,19,bias,0.266931048361,0.468424266146,empirical
50,vertrho,19,bias,0.0297336087917,0.615362408095,empirical
51,vertrho,19,bias,0.0,0.951786434298,empirical
52,vertrho,19,bias,0.385693454627,0.220973658644,empirical
53,vertrho,19,bias,0.271611649672,0.0,empirical
54,vertrho,19,bias,0.337552744666,0.635049465606,empirical
55,vertrho,19,bias,0.168018207861,0.458220817615,empirical
56,vertrho,19,bias,0.251993630823,0.51660389885,empirical
57,vertrho,19,bias,0.148888984814,0.236808152915,empirical
58,vertrho,19,bias,0.154224121804,0.566611236457,empirical
59,vertrho,19,bias,0.370494058788,0.112894148111,empirical
60,vertrho,19,bias,0.151154433178,0.137331919302,empirical
61,vertrho,19,bias,0.205863629668,0.542934393891,empirical
62,vertrho,19,bias,0.303990008411,0.0942276757071,empirical
63,vertrho,19,bias,0.12022840118,0.380522592283,empirical
64,vertrho,19,bias,0.0,0.0,empirical
65,vertrho,19,bias,0.407498440892,0.190300100382,empirical
66,vertrho,19,bias,0.102896110863,0.174913271825,empirical
67,vertrho,19,bias,0.310062499843,0.157040641196,empirical
68,vertrho,19,bias,0.180358940665,0.384168882444,empirical
69,vertrho,19,bias,0.21525649033,0.492911770159,empirical
